field,pct_present
name,100.0
activity_type,100.0
organizer,100.0
location_name,100.0
latitude,99.81308411214953
longitude,99.81308411214953
price,99.62616822429906
has_access_info,43.613707165109034
max_capacity,1.9314641744548289
postcode,0.0
