field,pct_present
name,100.0
activity_type,100.0
organizer,100.0
location_name,100.0
latitude,99.87381703470032
longitude,99.87381703470032
price,99.62145110410094
has_access_info,43.65930599369085
max_capacity,1.9558359621451102
postcode,0.0
