field,pct_present
name,100.0
activity_type,100.0
organizer,100.0
location_name,100.0
latitude,99.87349778621126
longitude,99.87349778621126
price,99.62049335863378
has_access_info,42.94750158127768
max_capacity,1.9607843137254901
postcode,0.0
