field,pct_present
name,100.0
activity_type,100.0
organizer,100.0
location_name,100.0
latitude,99.87405541561712
longitude,99.87405541561712
price,99.62216624685138
has_access_info,43.387909319899244
max_capacity,1.9521410579345089
postcode,0.0
