platform,publisher,kind,field,presence_rate,n_payloads,n_items,feed_url,page
opendata.leisurecloud.live,Chelmsford City Sports,Slot,activity,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-slots,0
opendata.leisurecloud.live,Chelmsford City Sports,Slot,category,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-slots,0
opendata.leisurecloud.live,Chelmsford City Sports,Slot,organizer,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-slots,0
opendata.leisurecloud.live,Chelmsford City Sports,Slot,offers,1.0,500,500,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-slots,0
opendata.leisurecloud.live,Chelmsford City Sports,Slot,location,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-slots,0
opendata.leisurecloud.live,Chelmsford City Sports,Slot,name,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-slots,0
opendata.leisurecloud.live,Chelmsford City Sports,Slot,description,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-slots,0
opendata.leisurecloud.live,Chelmsford City Sports,Slot,eventSchedule,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-slots,0
opendata.leisurecloud.live,Chelmsford City Sports,Slot,ageRange,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-slots,0
opendata.leisurecloud.live,Chelmsford City Sports,Slot,genderRestriction,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-slots,0
opendata.leisurecloud.live,Chelmsford City Sports,Slot,level,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-slots,0
opendata.leisurecloud.live,Chelmsford City Sports,Slot,url,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-slots,0
opendata.leisurecloud.live,Chelmsford City Sports,Slot,attendeeInstructions,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-slots,0
opendata.leisurecloud.live,Chelmsford City Sports,Slot,superEvent,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-slots,0
opendata.leisurecloud.live,Chelmsford City Sports,Slot,activity,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-slots,1
opendata.leisurecloud.live,Chelmsford City Sports,Slot,category,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-slots,1
opendata.leisurecloud.live,Chelmsford City Sports,Slot,organizer,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-slots,1
opendata.leisurecloud.live,Chelmsford City Sports,Slot,offers,1.0,499,499,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-slots,1
opendata.leisurecloud.live,Chelmsford City Sports,Slot,location,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-slots,1
opendata.leisurecloud.live,Chelmsford City Sports,Slot,name,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-slots,1
opendata.leisurecloud.live,Chelmsford City Sports,Slot,description,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-slots,1
opendata.leisurecloud.live,Chelmsford City Sports,Slot,eventSchedule,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-slots,1
opendata.leisurecloud.live,Chelmsford City Sports,Slot,ageRange,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-slots,1
opendata.leisurecloud.live,Chelmsford City Sports,Slot,genderRestriction,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-slots,1
opendata.leisurecloud.live,Chelmsford City Sports,Slot,level,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-slots,1
opendata.leisurecloud.live,Chelmsford City Sports,Slot,url,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-slots,1
opendata.leisurecloud.live,Chelmsford City Sports,Slot,attendeeInstructions,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-slots,1
opendata.leisurecloud.live,Chelmsford City Sports,Slot,superEvent,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-slots,1
opendata.leisurecloud.live,Pembrokeshire Leisure,SessionSeries,activity,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-session-series,0
opendata.leisurecloud.live,Pembrokeshire Leisure,SessionSeries,category,1.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-session-series,0
opendata.leisurecloud.live,Pembrokeshire Leisure,SessionSeries,organizer,0.118,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-session-series,0
opendata.leisurecloud.live,Pembrokeshire Leisure,SessionSeries,offers,0.796,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-session-series,0
opendata.leisurecloud.live,Pembrokeshire Leisure,SessionSeries,location,1.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-session-series,0
opendata.leisurecloud.live,Pembrokeshire Leisure,SessionSeries,name,1.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-session-series,0
opendata.leisurecloud.live,Pembrokeshire Leisure,SessionSeries,description,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-session-series,0
opendata.leisurecloud.live,Pembrokeshire Leisure,SessionSeries,eventSchedule,1.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-session-series,0
opendata.leisurecloud.live,Pembrokeshire Leisure,SessionSeries,ageRange,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-session-series,0
opendata.leisurecloud.live,Pembrokeshire Leisure,SessionSeries,genderRestriction,0.112,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-session-series,0
opendata.leisurecloud.live,Pembrokeshire Leisure,SessionSeries,level,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-session-series,0
opendata.leisurecloud.live,Pembrokeshire Leisure,SessionSeries,url,1.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-session-series,0
opendata.leisurecloud.live,Pembrokeshire Leisure,SessionSeries,attendeeInstructions,0.382,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-session-series,0
opendata.leisurecloud.live,Pembrokeshire Leisure,SessionSeries,superEvent,0.882,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-session-series,0
opendata.leisurecloud.live,Pembrokeshire Leisure,SessionSeries,activity,0.0,496,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-session-series,1
opendata.leisurecloud.live,Pembrokeshire Leisure,SessionSeries,category,1.0,496,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-session-series,1
opendata.leisurecloud.live,Pembrokeshire Leisure,SessionSeries,organizer,0.506,496,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-session-series,1
opendata.leisurecloud.live,Pembrokeshire Leisure,SessionSeries,offers,0.8528,496,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-session-series,1
opendata.leisurecloud.live,Pembrokeshire Leisure,SessionSeries,location,1.0,496,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-session-series,1
opendata.leisurecloud.live,Pembrokeshire Leisure,SessionSeries,name,1.0,496,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-session-series,1
opendata.leisurecloud.live,Pembrokeshire Leisure,SessionSeries,description,0.0,496,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-session-series,1
opendata.leisurecloud.live,Pembrokeshire Leisure,SessionSeries,eventSchedule,1.0,496,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-session-series,1
opendata.leisurecloud.live,Pembrokeshire Leisure,SessionSeries,ageRange,0.0,496,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-session-series,1
opendata.leisurecloud.live,Pembrokeshire Leisure,SessionSeries,genderRestriction,0.5,496,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-session-series,1
opendata.leisurecloud.live,Pembrokeshire Leisure,SessionSeries,level,0.0,496,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-session-series,1
opendata.leisurecloud.live,Pembrokeshire Leisure,SessionSeries,url,1.0,496,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-session-series,1
opendata.leisurecloud.live,Pembrokeshire Leisure,SessionSeries,attendeeInstructions,0.6371,496,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-session-series,1
opendata.leisurecloud.live,Pembrokeshire Leisure,SessionSeries,superEvent,0.494,496,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-session-series,1
opendata.leisurecloud.live,Pembrokeshire Leisure,ScheduledSession,activity,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-scheduled-sessions,0
opendata.leisurecloud.live,Pembrokeshire Leisure,ScheduledSession,category,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-scheduled-sessions,0
opendata.leisurecloud.live,Pembrokeshire Leisure,ScheduledSession,organizer,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-scheduled-sessions,0
opendata.leisurecloud.live,Pembrokeshire Leisure,ScheduledSession,offers,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-scheduled-sessions,0
opendata.leisurecloud.live,Pembrokeshire Leisure,ScheduledSession,location,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-scheduled-sessions,0
opendata.leisurecloud.live,Pembrokeshire Leisure,ScheduledSession,name,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-scheduled-sessions,0
opendata.leisurecloud.live,Pembrokeshire Leisure,ScheduledSession,description,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-scheduled-sessions,0
opendata.leisurecloud.live,Pembrokeshire Leisure,ScheduledSession,eventSchedule,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-scheduled-sessions,0
opendata.leisurecloud.live,Pembrokeshire Leisure,ScheduledSession,ageRange,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-scheduled-sessions,0
opendata.leisurecloud.live,Pembrokeshire Leisure,ScheduledSession,genderRestriction,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-scheduled-sessions,0
opendata.leisurecloud.live,Pembrokeshire Leisure,ScheduledSession,level,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-scheduled-sessions,0
opendata.leisurecloud.live,Pembrokeshire Leisure,ScheduledSession,url,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-scheduled-sessions,0
opendata.leisurecloud.live,Pembrokeshire Leisure,ScheduledSession,attendeeInstructions,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-scheduled-sessions,0
opendata.leisurecloud.live,Pembrokeshire Leisure,ScheduledSession,superEvent,1.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-scheduled-sessions,0
opendata.leisurecloud.live,Pembrokeshire Leisure,ScheduledSession,activity,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-scheduled-sessions,1
opendata.leisurecloud.live,Pembrokeshire Leisure,ScheduledSession,category,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-scheduled-sessions,1
opendata.leisurecloud.live,Pembrokeshire Leisure,ScheduledSession,organizer,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-scheduled-sessions,1
opendata.leisurecloud.live,Pembrokeshire Leisure,ScheduledSession,offers,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-scheduled-sessions,1
opendata.leisurecloud.live,Pembrokeshire Leisure,ScheduledSession,location,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-scheduled-sessions,1
opendata.leisurecloud.live,Pembrokeshire Leisure,ScheduledSession,name,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-scheduled-sessions,1
opendata.leisurecloud.live,Pembrokeshire Leisure,ScheduledSession,description,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-scheduled-sessions,1
opendata.leisurecloud.live,Pembrokeshire Leisure,ScheduledSession,eventSchedule,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-scheduled-sessions,1
opendata.leisurecloud.live,Pembrokeshire Leisure,ScheduledSession,ageRange,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-scheduled-sessions,1
opendata.leisurecloud.live,Pembrokeshire Leisure,ScheduledSession,genderRestriction,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-scheduled-sessions,1
opendata.leisurecloud.live,Pembrokeshire Leisure,ScheduledSession,level,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-scheduled-sessions,1
opendata.leisurecloud.live,Pembrokeshire Leisure,ScheduledSession,url,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-scheduled-sessions,1
opendata.leisurecloud.live,Pembrokeshire Leisure,ScheduledSession,attendeeInstructions,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-scheduled-sessions,1
opendata.leisurecloud.live,Pembrokeshire Leisure,ScheduledSession,superEvent,1.0,499,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-scheduled-sessions,1
opendata.leisurecloud.live,Pembrokeshire Leisure,FacilityUse,activity,0.2615,65,65,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-facility-uses,0
opendata.leisurecloud.live,Pembrokeshire Leisure,FacilityUse,category,1.0,65,65,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-facility-uses,0
opendata.leisurecloud.live,Pembrokeshire Leisure,FacilityUse,organizer,0.0,65,65,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-facility-uses,0
opendata.leisurecloud.live,Pembrokeshire Leisure,FacilityUse,offers,0.0,65,65,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-facility-uses,0
opendata.leisurecloud.live,Pembrokeshire Leisure,FacilityUse,location,1.0,65,65,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-facility-uses,0
opendata.leisurecloud.live,Pembrokeshire Leisure,FacilityUse,name,1.0,65,65,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-facility-uses,0
opendata.leisurecloud.live,Pembrokeshire Leisure,FacilityUse,description,0.0,65,65,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-facility-uses,0
opendata.leisurecloud.live,Pembrokeshire Leisure,FacilityUse,eventSchedule,0.0,65,65,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-facility-uses,0
opendata.leisurecloud.live,Pembrokeshire Leisure,FacilityUse,ageRange,0.0,65,65,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-facility-uses,0
opendata.leisurecloud.live,Pembrokeshire Leisure,FacilityUse,genderRestriction,0.0,65,65,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-facility-uses,0
opendata.leisurecloud.live,Pembrokeshire Leisure,FacilityUse,level,0.0,65,65,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-facility-uses,0
opendata.leisurecloud.live,Pembrokeshire Leisure,FacilityUse,url,1.0,65,65,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-facility-uses,0
opendata.leisurecloud.live,Pembrokeshire Leisure,FacilityUse,attendeeInstructions,0.1231,65,65,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-facility-uses,0
opendata.leisurecloud.live,Pembrokeshire Leisure,FacilityUse,superEvent,0.0,65,65,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-facility-uses,0
opendata.leisurecloud.live,Pembrokeshire Leisure,Slot,activity,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-slots,0
opendata.leisurecloud.live,Pembrokeshire Leisure,Slot,category,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-slots,0
opendata.leisurecloud.live,Pembrokeshire Leisure,Slot,organizer,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-slots,0
opendata.leisurecloud.live,Pembrokeshire Leisure,Slot,offers,1.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-slots,0
opendata.leisurecloud.live,Pembrokeshire Leisure,Slot,location,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-slots,0
opendata.leisurecloud.live,Pembrokeshire Leisure,Slot,name,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-slots,0
opendata.leisurecloud.live,Pembrokeshire Leisure,Slot,description,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-slots,0
opendata.leisurecloud.live,Pembrokeshire Leisure,Slot,eventSchedule,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-slots,0
opendata.leisurecloud.live,Pembrokeshire Leisure,Slot,ageRange,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-slots,0
opendata.leisurecloud.live,Pembrokeshire Leisure,Slot,genderRestriction,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-slots,0
opendata.leisurecloud.live,Pembrokeshire Leisure,Slot,level,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-slots,0
opendata.leisurecloud.live,Pembrokeshire Leisure,Slot,url,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-slots,0
opendata.leisurecloud.live,Pembrokeshire Leisure,Slot,attendeeInstructions,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-slots,0
opendata.leisurecloud.live,Pembrokeshire Leisure,Slot,superEvent,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-slots,0
opendata.leisurecloud.live,Pembrokeshire Leisure,Slot,activity,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-slots,1
opendata.leisurecloud.live,Pembrokeshire Leisure,Slot,category,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-slots,1
opendata.leisurecloud.live,Pembrokeshire Leisure,Slot,organizer,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-slots,1
opendata.leisurecloud.live,Pembrokeshire Leisure,Slot,offers,1.0,499,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-slots,1
opendata.leisurecloud.live,Pembrokeshire Leisure,Slot,location,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-slots,1
opendata.leisurecloud.live,Pembrokeshire Leisure,Slot,name,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-slots,1
opendata.leisurecloud.live,Pembrokeshire Leisure,Slot,description,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-slots,1
opendata.leisurecloud.live,Pembrokeshire Leisure,Slot,eventSchedule,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-slots,1
opendata.leisurecloud.live,Pembrokeshire Leisure,Slot,ageRange,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-slots,1
opendata.leisurecloud.live,Pembrokeshire Leisure,Slot,genderRestriction,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-slots,1
opendata.leisurecloud.live,Pembrokeshire Leisure,Slot,level,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-slots,1
opendata.leisurecloud.live,Pembrokeshire Leisure,Slot,url,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-slots,1
opendata.leisurecloud.live,Pembrokeshire Leisure,Slot,attendeeInstructions,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-slots,1
opendata.leisurecloud.live,Pembrokeshire Leisure,Slot,superEvent,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-slots,1
opendata.leisurecloud.live,Conwy,SessionSeries,activity,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Conwy-live-session-series,0
opendata.leisurecloud.live,Conwy,SessionSeries,category,1.0,500,500,https://opendata.leisurecloud.live/api/feeds/Conwy-live-session-series,0
opendata.leisurecloud.live,Conwy,SessionSeries,organizer,1.0,500,500,https://opendata.leisurecloud.live/api/feeds/Conwy-live-session-series,0
opendata.leisurecloud.live,Conwy,SessionSeries,offers,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Conwy-live-session-series,0
opendata.leisurecloud.live,Conwy,SessionSeries,location,1.0,500,500,https://opendata.leisurecloud.live/api/feeds/Conwy-live-session-series,0
opendata.leisurecloud.live,Conwy,SessionSeries,name,1.0,500,500,https://opendata.leisurecloud.live/api/feeds/Conwy-live-session-series,0
opendata.leisurecloud.live,Conwy,SessionSeries,description,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Conwy-live-session-series,0
opendata.leisurecloud.live,Conwy,SessionSeries,eventSchedule,1.0,500,500,https://opendata.leisurecloud.live/api/feeds/Conwy-live-session-series,0
opendata.leisurecloud.live,Conwy,SessionSeries,ageRange,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Conwy-live-session-series,0
opendata.leisurecloud.live,Conwy,SessionSeries,genderRestriction,1.0,500,500,https://opendata.leisurecloud.live/api/feeds/Conwy-live-session-series,0
opendata.leisurecloud.live,Conwy,SessionSeries,level,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Conwy-live-session-series,0
opendata.leisurecloud.live,Conwy,SessionSeries,url,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Conwy-live-session-series,0
opendata.leisurecloud.live,Conwy,SessionSeries,attendeeInstructions,0.108,500,500,https://opendata.leisurecloud.live/api/feeds/Conwy-live-session-series,0
opendata.leisurecloud.live,Conwy,SessionSeries,superEvent,0.0,500,500,https://opendata.leisurecloud.live/api/feeds/Conwy-live-session-series,0
opendata.leisurecloud.live,Conwy,SessionSeries,activity,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Conwy-live-session-series,1
opendata.leisurecloud.live,Conwy,SessionSeries,category,1.0,499,499,https://opendata.leisurecloud.live/api/feeds/Conwy-live-session-series,1
opendata.leisurecloud.live,Conwy,SessionSeries,organizer,1.0,499,499,https://opendata.leisurecloud.live/api/feeds/Conwy-live-session-series,1
opendata.leisurecloud.live,Conwy,SessionSeries,offers,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Conwy-live-session-series,1
opendata.leisurecloud.live,Conwy,SessionSeries,location,1.0,499,499,https://opendata.leisurecloud.live/api/feeds/Conwy-live-session-series,1
opendata.leisurecloud.live,Conwy,SessionSeries,name,1.0,499,499,https://opendata.leisurecloud.live/api/feeds/Conwy-live-session-series,1
opendata.leisurecloud.live,Conwy,SessionSeries,description,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Conwy-live-session-series,1
opendata.leisurecloud.live,Conwy,SessionSeries,eventSchedule,1.0,499,499,https://opendata.leisurecloud.live/api/feeds/Conwy-live-session-series,1
opendata.leisurecloud.live,Conwy,SessionSeries,ageRange,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Conwy-live-session-series,1
opendata.leisurecloud.live,Conwy,SessionSeries,genderRestriction,1.0,499,499,https://opendata.leisurecloud.live/api/feeds/Conwy-live-session-series,1
opendata.leisurecloud.live,Conwy,SessionSeries,level,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Conwy-live-session-series,1
opendata.leisurecloud.live,Conwy,SessionSeries,url,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Conwy-live-session-series,1
opendata.leisurecloud.live,Conwy,SessionSeries,attendeeInstructions,0.5651,499,499,https://opendata.leisurecloud.live/api/feeds/Conwy-live-session-series,1
opendata.leisurecloud.live,Conwy,SessionSeries,superEvent,0.0,499,499,https://opendata.leisurecloud.live/api/feeds/Conwy-live-session-series,1
opendata.leisurecloud.live,Conwy,ScheduledSession,activity,0.0,14,500,https://opendata.leisurecloud.live/api/feeds/Conwy-live-scheduled-sessions,0
opendata.leisurecloud.live,Conwy,ScheduledSession,category,0.0,14,500,https://opendata.leisurecloud.live/api/feeds/Conwy-live-scheduled-sessions,0
opendata.leisurecloud.live,Conwy,ScheduledSession,organizer,0.0,14,500,https://opendata.leisurecloud.live/api/feeds/Conwy-live-scheduled-sessions,0
opendata.leisurecloud.live,Conwy,ScheduledSession,offers,0.0,14,500,https://opendata.leisurecloud.live/api/feeds/Conwy-live-scheduled-sessions,0
opendata.leisurecloud.live,Conwy,ScheduledSession,location,0.0,14,500,https://opendata.leisurecloud.live/api/feeds/Conwy-live-scheduled-sessions,0
opendata.leisurecloud.live,Conwy,ScheduledSession,name,0.0,14,500,https://opendata.leisurecloud.live/api/feeds/Conwy-live-scheduled-sessions,0
opendata.leisurecloud.live,Conwy,ScheduledSession,description,0.0,14,500,https://opendata.leisurecloud.live/api/feeds/Conwy-live-scheduled-sessions,0
opendata.leisurecloud.live,Conwy,ScheduledSession,eventSchedule,0.0,14,500,https://opendata.leisurecloud.live/api/feeds/Conwy-live-scheduled-sessions,0
opendata.leisurecloud.live,Conwy,ScheduledSession,ageRange,0.0,14,500,https://opendata.leisurecloud.live/api/feeds/Conwy-live-scheduled-sessions,0
opendata.leisurecloud.live,Conwy,ScheduledSession,genderRestriction,0.0,14,500,https://opendata.leisurecloud.live/api/feeds/Conwy-live-scheduled-sessions,0
opendata.leisurecloud.live,Conwy,ScheduledSession,level,0.0,14,500,https://opendata.leisurecloud.live/api/feeds/Conwy-live-scheduled-sessions,0
opendata.leisurecloud.live,Conwy,ScheduledSession,url,0.0,14,500,https://opendata.leisurecloud.live/api/feeds/Conwy-live-scheduled-sessions,0
opendata.leisurecloud.live,Conwy,ScheduledSession,attendeeInstructions,0.0,14,500,https://opendata.leisurecloud.live/api/feeds/Conwy-live-scheduled-sessions,0
opendata.leisurecloud.live,Conwy,ScheduledSession,superEvent,1.0,14,500,https://opendata.leisurecloud.live/api/feeds/Conwy-live-scheduled-sessions,0
opendata.leisurecloud.live,Conwy,ScheduledSession,activity,0.0,328,499,https://opendata.leisurecloud.live/api/feeds/Conwy-live-scheduled-sessions,1
opendata.leisurecloud.live,Conwy,ScheduledSession,category,0.0,328,499,https://opendata.leisurecloud.live/api/feeds/Conwy-live-scheduled-sessions,1
opendata.leisurecloud.live,Conwy,ScheduledSession,organizer,0.0,328,499,https://opendata.leisurecloud.live/api/feeds/Conwy-live-scheduled-sessions,1
opendata.leisurecloud.live,Conwy,ScheduledSession,offers,0.0,328,499,https://opendata.leisurecloud.live/api/feeds/Conwy-live-scheduled-sessions,1
opendata.leisurecloud.live,Conwy,ScheduledSession,location,0.0,328,499,https://opendata.leisurecloud.live/api/feeds/Conwy-live-scheduled-sessions,1
