platform,publisher,kind,field,presence_rate,n_items
opendata.leisurecloud.live,Colchester Leisure World,ScheduledSession,url,0.0,500
opendata.leisurecloud.live,Colchester Leisure World,ScheduledSession,attendeeInstructions,0.0,500
opendata.leisurecloud.live,Colchester Leisure World,ScheduledSession,superEvent,1.0,500
opendata.leisurecloud.live,Colchester Leisure World,ScheduledSession,activity,0.0,499
opendata.leisurecloud.live,Colchester Leisure World,ScheduledSession,category,0.0,499
opendata.leisurecloud.live,Colchester Leisure World,ScheduledSession,organizer,0.0,499
opendata.leisurecloud.live,Colchester Leisure World,ScheduledSession,offers,0.0,499
opendata.leisurecloud.live,Colchester Leisure World,ScheduledSession,location,0.0,499
opendata.leisurecloud.live,Colchester Leisure World,ScheduledSession,name,0.0,499
opendata.leisurecloud.live,Colchester Leisure World,ScheduledSession,description,0.0,499
opendata.leisurecloud.live,Colchester Leisure World,ScheduledSession,eventSchedule,0.0,499
opendata.leisurecloud.live,Colchester Leisure World,ScheduledSession,ageRange,0.0,499
opendata.leisurecloud.live,Colchester Leisure World,ScheduledSession,genderRestriction,0.0,499
opendata.leisurecloud.live,Colchester Leisure World,ScheduledSession,level,0.0,499
opendata.leisurecloud.live,Colchester Leisure World,ScheduledSession,url,0.0,499
opendata.leisurecloud.live,Colchester Leisure World,ScheduledSession,attendeeInstructions,0.0,499
opendata.leisurecloud.live,Colchester Leisure World,ScheduledSession,superEvent,1.0,499
opendata.leisurecloud.live,Colchester Leisure World,FacilityUse,activity,0.0,50
opendata.leisurecloud.live,Colchester Leisure World,FacilityUse,category,1.0,50
opendata.leisurecloud.live,Colchester Leisure World,FacilityUse,organizer,0.0,50
opendata.leisurecloud.live,Colchester Leisure World,FacilityUse,offers,0.54,50
opendata.leisurecloud.live,Colchester Leisure World,FacilityUse,location,1.0,50
opendata.leisurecloud.live,Colchester Leisure World,FacilityUse,name,1.0,50
opendata.leisurecloud.live,Colchester Leisure World,FacilityUse,description,0.0,50
opendata.leisurecloud.live,Colchester Leisure World,FacilityUse,eventSchedule,0.0,50
opendata.leisurecloud.live,Colchester Leisure World,FacilityUse,ageRange,0.0,50
opendata.leisurecloud.live,Colchester Leisure World,FacilityUse,genderRestriction,0.0,50
opendata.leisurecloud.live,Colchester Leisure World,FacilityUse,level,0.0,50
opendata.leisurecloud.live,Colchester Leisure World,FacilityUse,url,0.0,50
opendata.leisurecloud.live,Colchester Leisure World,FacilityUse,attendeeInstructions,0.8,50
opendata.leisurecloud.live,Colchester Leisure World,FacilityUse,superEvent,0.0,50
opendata.leisurecloud.live,Colchester Leisure World,Slot,activity,0.0,500
opendata.leisurecloud.live,Colchester Leisure World,Slot,category,0.0,500
opendata.leisurecloud.live,Colchester Leisure World,Slot,organizer,0.0,500
opendata.leisurecloud.live,Colchester Leisure World,Slot,offers,1.0,500
opendata.leisurecloud.live,Colchester Leisure World,Slot,location,0.0,500
opendata.leisurecloud.live,Colchester Leisure World,Slot,name,0.0,500
opendata.leisurecloud.live,Colchester Leisure World,Slot,description,0.0,500
opendata.leisurecloud.live,Colchester Leisure World,Slot,eventSchedule,0.0,500
opendata.leisurecloud.live,Colchester Leisure World,Slot,ageRange,0.0,500
opendata.leisurecloud.live,Colchester Leisure World,Slot,genderRestriction,0.0,500
opendata.leisurecloud.live,Colchester Leisure World,Slot,level,0.0,500
opendata.leisurecloud.live,Colchester Leisure World,Slot,url,0.0,500
opendata.leisurecloud.live,Colchester Leisure World,Slot,attendeeInstructions,0.0,500
opendata.leisurecloud.live,Colchester Leisure World,Slot,superEvent,0.0,500
opendata.leisurecloud.live,Colchester Leisure World,Slot,activity,0.0,499
opendata.leisurecloud.live,Colchester Leisure World,Slot,category,0.0,499
opendata.leisurecloud.live,Colchester Leisure World,Slot,organizer,0.0,499
opendata.leisurecloud.live,Colchester Leisure World,Slot,offers,1.0,499
opendata.leisurecloud.live,Colchester Leisure World,Slot,location,0.0,499
opendata.leisurecloud.live,Colchester Leisure World,Slot,name,0.0,499
opendata.leisurecloud.live,Colchester Leisure World,Slot,description,0.0,499
opendata.leisurecloud.live,Colchester Leisure World,Slot,eventSchedule,0.0,499
opendata.leisurecloud.live,Colchester Leisure World,Slot,ageRange,0.0,499
opendata.leisurecloud.live,Colchester Leisure World,Slot,genderRestriction,0.0,499
opendata.leisurecloud.live,Colchester Leisure World,Slot,level,0.0,499
opendata.leisurecloud.live,Colchester Leisure World,Slot,url,0.0,499
opendata.leisurecloud.live,Colchester Leisure World,Slot,attendeeInstructions,0.0,499
opendata.leisurecloud.live,Colchester Leisure World,Slot,superEvent,0.0,499
opendata.leisurecloud.live,Liberty Leisure,SessionSeries,activity,0.0,427
opendata.leisurecloud.live,Liberty Leisure,SessionSeries,category,1.0,427
opendata.leisurecloud.live,Liberty Leisure,SessionSeries,organizer,0.2322,427
opendata.leisurecloud.live,Liberty Leisure,SessionSeries,offers,0.9645,427
opendata.leisurecloud.live,Liberty Leisure,SessionSeries,location,1.0,427
opendata.leisurecloud.live,Liberty Leisure,SessionSeries,name,1.0,427
opendata.leisurecloud.live,Liberty Leisure,SessionSeries,description,0.0,427
opendata.leisurecloud.live,Liberty Leisure,SessionSeries,eventSchedule,1.0,427
opendata.leisurecloud.live,Liberty Leisure,SessionSeries,ageRange,0.0,427
opendata.leisurecloud.live,Liberty Leisure,SessionSeries,genderRestriction,0.2322,427
opendata.leisurecloud.live,Liberty Leisure,SessionSeries,level,0.0,427
opendata.leisurecloud.live,Liberty Leisure,SessionSeries,url,1.0,427
opendata.leisurecloud.live,Liberty Leisure,SessionSeries,attendeeInstructions,0.3626,427
opendata.leisurecloud.live,Liberty Leisure,SessionSeries,superEvent,0.7678,427
opendata.leisurecloud.live,Liberty Leisure,ScheduledSession,activity,0.0,500
opendata.leisurecloud.live,Liberty Leisure,ScheduledSession,category,0.0,500
opendata.leisurecloud.live,Liberty Leisure,ScheduledSession,organizer,0.0,500
opendata.leisurecloud.live,Liberty Leisure,ScheduledSession,offers,0.0,500
opendata.leisurecloud.live,Liberty Leisure,ScheduledSession,location,0.0,500
opendata.leisurecloud.live,Liberty Leisure,ScheduledSession,name,0.0,500
opendata.leisurecloud.live,Liberty Leisure,ScheduledSession,description,0.0,500
opendata.leisurecloud.live,Liberty Leisure,ScheduledSession,eventSchedule,0.0,500
opendata.leisurecloud.live,Liberty Leisure,ScheduledSession,ageRange,0.0,500
opendata.leisurecloud.live,Liberty Leisure,ScheduledSession,genderRestriction,0.0,500
opendata.leisurecloud.live,Liberty Leisure,ScheduledSession,level,0.0,500
opendata.leisurecloud.live,Liberty Leisure,ScheduledSession,url,0.0,500
opendata.leisurecloud.live,Liberty Leisure,ScheduledSession,attendeeInstructions,0.0,500
opendata.leisurecloud.live,Liberty Leisure,ScheduledSession,superEvent,1.0,500
opendata.leisurecloud.live,Liberty Leisure,ScheduledSession,activity,0.0,499
opendata.leisurecloud.live,Liberty Leisure,ScheduledSession,category,0.0,499
opendata.leisurecloud.live,Liberty Leisure,ScheduledSession,organizer,0.0,499
opendata.leisurecloud.live,Liberty Leisure,ScheduledSession,offers,0.0,499
opendata.leisurecloud.live,Liberty Leisure,ScheduledSession,location,0.0,499
opendata.leisurecloud.live,Liberty Leisure,ScheduledSession,name,0.0,499
opendata.leisurecloud.live,Liberty Leisure,ScheduledSession,description,0.0,499
opendata.leisurecloud.live,Liberty Leisure,ScheduledSession,eventSchedule,0.0,499
opendata.leisurecloud.live,Liberty Leisure,ScheduledSession,ageRange,0.0,499
opendata.leisurecloud.live,Liberty Leisure,ScheduledSession,genderRestriction,0.0,499
opendata.leisurecloud.live,Liberty Leisure,ScheduledSession,level,0.0,499
opendata.leisurecloud.live,Liberty Leisure,ScheduledSession,url,0.0,499
opendata.leisurecloud.live,Liberty Leisure,ScheduledSession,attendeeInstructions,0.0,499
opendata.leisurecloud.live,Liberty Leisure,ScheduledSession,superEvent,1.0,499
opendata.leisurecloud.live,Liberty Leisure,FacilityUse,activity,0.4194,31
opendata.leisurecloud.live,Liberty Leisure,FacilityUse,category,1.0,31
opendata.leisurecloud.live,Liberty Leisure,FacilityUse,organizer,0.0,31
opendata.leisurecloud.live,Liberty Leisure,FacilityUse,offers,0.6129,31
opendata.leisurecloud.live,Liberty Leisure,FacilityUse,location,1.0,31
opendata.leisurecloud.live,Liberty Leisure,FacilityUse,name,1.0,31
opendata.leisurecloud.live,Liberty Leisure,FacilityUse,description,0.0,31
opendata.leisurecloud.live,Liberty Leisure,FacilityUse,eventSchedule,0.0,31
opendata.leisurecloud.live,Liberty Leisure,FacilityUse,ageRange,0.0,31
opendata.leisurecloud.live,Liberty Leisure,FacilityUse,genderRestriction,0.0,31
opendata.leisurecloud.live,Liberty Leisure,FacilityUse,level,0.0,31
opendata.leisurecloud.live,Liberty Leisure,FacilityUse,url,1.0,31
opendata.leisurecloud.live,Liberty Leisure,FacilityUse,attendeeInstructions,0.1613,31
opendata.leisurecloud.live,Liberty Leisure,FacilityUse,superEvent,0.0,31
opendata.leisurecloud.live,Liberty Leisure,Slot,activity,0.0,500
opendata.leisurecloud.live,Liberty Leisure,Slot,category,0.0,500
opendata.leisurecloud.live,Liberty Leisure,Slot,organizer,0.0,500
opendata.leisurecloud.live,Liberty Leisure,Slot,offers,1.0,500
opendata.leisurecloud.live,Liberty Leisure,Slot,location,0.0,500
opendata.leisurecloud.live,Liberty Leisure,Slot,name,0.0,500
opendata.leisurecloud.live,Liberty Leisure,Slot,description,0.0,500
opendata.leisurecloud.live,Liberty Leisure,Slot,eventSchedule,0.0,500
opendata.leisurecloud.live,Liberty Leisure,Slot,ageRange,0.0,500
opendata.leisurecloud.live,Liberty Leisure,Slot,genderRestriction,0.0,500
opendata.leisurecloud.live,Liberty Leisure,Slot,level,0.0,500
opendata.leisurecloud.live,Liberty Leisure,Slot,url,0.0,500
opendata.leisurecloud.live,Liberty Leisure,Slot,attendeeInstructions,0.0,500
opendata.leisurecloud.live,Liberty Leisure,Slot,superEvent,0.0,500
opendata.leisurecloud.live,Liberty Leisure,Slot,activity,0.0,499
opendata.leisurecloud.live,Liberty Leisure,Slot,category,0.0,499
opendata.leisurecloud.live,Liberty Leisure,Slot,organizer,0.0,499
opendata.leisurecloud.live,Liberty Leisure,Slot,offers,1.0,499
opendata.leisurecloud.live,Liberty Leisure,Slot,location,0.0,499
opendata.leisurecloud.live,Liberty Leisure,Slot,name,0.0,499
opendata.leisurecloud.live,Liberty Leisure,Slot,description,0.0,499
opendata.leisurecloud.live,Liberty Leisure,Slot,eventSchedule,0.0,499
opendata.leisurecloud.live,Liberty Leisure,Slot,ageRange,0.0,499
opendata.leisurecloud.live,Liberty Leisure,Slot,genderRestriction,0.0,499
opendata.leisurecloud.live,Liberty Leisure,Slot,level,0.0,499
opendata.leisurecloud.live,Liberty Leisure,Slot,url,0.0,499
opendata.leisurecloud.live,Liberty Leisure,Slot,attendeeInstructions,0.0,499
opendata.leisurecloud.live,Liberty Leisure,Slot,superEvent,0.0,499
opendata.leisurecloud.live,Oldham Community Leisure,SessionSeries,activity,0.0,500
opendata.leisurecloud.live,Oldham Community Leisure,SessionSeries,category,1.0,500
opendata.leisurecloud.live,Oldham Community Leisure,SessionSeries,organizer,0.0089,500
opendata.leisurecloud.live,Oldham Community Leisure,SessionSeries,offers,0.9911,500
opendata.leisurecloud.live,Oldham Community Leisure,SessionSeries,location,1.0,500
opendata.leisurecloud.live,Oldham Community Leisure,SessionSeries,name,1.0,500
opendata.leisurecloud.live,Oldham Community Leisure,SessionSeries,description,0.0,500
opendata.leisurecloud.live,Oldham Community Leisure,SessionSeries,eventSchedule,1.0,500
opendata.leisurecloud.live,Oldham Community Leisure,SessionSeries,ageRange,0.0,500
opendata.leisurecloud.live,Oldham Community Leisure,SessionSeries,genderRestriction,0.0,500
opendata.leisurecloud.live,Oldham Community Leisure,SessionSeries,level,0.0,500
opendata.leisurecloud.live,Oldham Community Leisure,SessionSeries,url,1.0,500
opendata.leisurecloud.live,Oldham Community Leisure,SessionSeries,attendeeInstructions,0.8733,500
opendata.leisurecloud.live,Oldham Community Leisure,SessionSeries,superEvent,0.9911,500
opendata.leisurecloud.live,Oldham Community Leisure,SessionSeries,activity,0.0,143
opendata.leisurecloud.live,Oldham Community Leisure,SessionSeries,category,1.0,143
opendata.leisurecloud.live,Oldham Community Leisure,SessionSeries,organizer,0.4091,143
opendata.leisurecloud.live,Oldham Community Leisure,SessionSeries,offers,0.9455,143
opendata.leisurecloud.live,Oldham Community Leisure,SessionSeries,location,1.0,143
opendata.leisurecloud.live,Oldham Community Leisure,SessionSeries,name,1.0,143
opendata.leisurecloud.live,Oldham Community Leisure,SessionSeries,description,0.0,143
opendata.leisurecloud.live,Oldham Community Leisure,SessionSeries,eventSchedule,1.0,143
opendata.leisurecloud.live,Oldham Community Leisure,SessionSeries,ageRange,0.0,143
opendata.leisurecloud.live,Oldham Community Leisure,SessionSeries,genderRestriction,0.3545,143
opendata.leisurecloud.live,Oldham Community Leisure,SessionSeries,level,0.0,143
opendata.leisurecloud.live,Oldham Community Leisure,SessionSeries,url,1.0,143
opendata.leisurecloud.live,Oldham Community Leisure,SessionSeries,attendeeInstructions,0.9364,143
opendata.leisurecloud.live,Oldham Community Leisure,SessionSeries,superEvent,0.5909,143
opendata.leisurecloud.live,Oldham Community Leisure,ScheduledSession,activity,0.0,500
opendata.leisurecloud.live,Oldham Community Leisure,ScheduledSession,category,0.0,500
opendata.leisurecloud.live,Oldham Community Leisure,ScheduledSession,organizer,0.0,500
opendata.leisurecloud.live,Oldham Community Leisure,ScheduledSession,offers,0.0,500
opendata.leisurecloud.live,Oldham Community Leisure,ScheduledSession,location,0.0,500
opendata.leisurecloud.live,Oldham Community Leisure,ScheduledSession,name,0.0,500
opendata.leisurecloud.live,Oldham Community Leisure,ScheduledSession,description,0.0,500
opendata.leisurecloud.live,Oldham Community Leisure,ScheduledSession,eventSchedule,0.0,500
opendata.leisurecloud.live,Oldham Community Leisure,ScheduledSession,ageRange,0.0,500
opendata.leisurecloud.live,Oldham Community Leisure,ScheduledSession,genderRestriction,0.0,500
opendata.leisurecloud.live,Oldham Community Leisure,ScheduledSession,level,0.0,500
opendata.leisurecloud.live,Oldham Community Leisure,ScheduledSession,url,0.0,500
opendata.leisurecloud.live,Oldham Community Leisure,ScheduledSession,attendeeInstructions,0.0,500
opendata.leisurecloud.live,Oldham Community Leisure,ScheduledSession,superEvent,1.0,500
opendata.leisurecloud.live,Oldham Community Leisure,ScheduledSession,activity,0.0,499
opendata.leisurecloud.live,Oldham Community Leisure,ScheduledSession,category,0.0,499
opendata.leisurecloud.live,Oldham Community Leisure,ScheduledSession,organizer,0.0,499
opendata.leisurecloud.live,Oldham Community Leisure,ScheduledSession,offers,0.0,499
opendata.leisurecloud.live,Oldham Community Leisure,ScheduledSession,location,0.0,499
opendata.leisurecloud.live,Oldham Community Leisure,ScheduledSession,name,0.0,499
opendata.leisurecloud.live,Oldham Community Leisure,ScheduledSession,description,0.0,499
opendata.leisurecloud.live,Oldham Community Leisure,ScheduledSession,eventSchedule,0.0,499
opendata.leisurecloud.live,Oldham Community Leisure,ScheduledSession,ageRange,0.0,499
opendata.leisurecloud.live,Oldham Community Leisure,ScheduledSession,genderRestriction,0.0,499
opendata.leisurecloud.live,Oldham Community Leisure,ScheduledSession,level,0.0,499
opendata.leisurecloud.live,Oldham Community Leisure,ScheduledSession,url,0.0,499
opendata.leisurecloud.live,Oldham Community Leisure,ScheduledSession,attendeeInstructions,0.0,499
opendata.leisurecloud.live,Oldham Community Leisure,ScheduledSession,superEvent,1.0,499
opendata.leisurecloud.live,Oldham Community Leisure,FacilityUse,activity,1.0,6
opendata.leisurecloud.live,Oldham Community Leisure,FacilityUse,category,1.0,6
opendata.leisurecloud.live,Oldham Community Leisure,FacilityUse,organizer,0.0,6
opendata.leisurecloud.live,Oldham Community Leisure,FacilityUse,offers,1.0,6
opendata.leisurecloud.live,Oldham Community Leisure,FacilityUse,location,1.0,6
opendata.leisurecloud.live,Oldham Community Leisure,FacilityUse,name,1.0,6
opendata.leisurecloud.live,Oldham Community Leisure,FacilityUse,description,1.0,6
opendata.leisurecloud.live,Oldham Community Leisure,FacilityUse,eventSchedule,0.0,6
opendata.leisurecloud.live,Oldham Community Leisure,FacilityUse,ageRange,0.0,6
opendata.leisurecloud.live,Oldham Community Leisure,FacilityUse,genderRestriction,0.0,6
opendata.leisurecloud.live,Oldham Community Leisure,FacilityUse,level,0.0,6
opendata.leisurecloud.live,Oldham Community Leisure,FacilityUse,url,1.0,6
opendata.leisurecloud.live,Oldham Community Leisure,FacilityUse,attendeeInstructions,1.0,6
opendata.leisurecloud.live,Oldham Community Leisure,FacilityUse,superEvent,0.0,6
opendata.leisurecloud.live,Oldham Community Leisure,Slot,activity,0.0,500
opendata.leisurecloud.live,Oldham Community Leisure,Slot,category,0.0,500
opendata.leisurecloud.live,Oldham Community Leisure,Slot,organizer,0.0,500
opendata.leisurecloud.live,Oldham Community Leisure,Slot,offers,1.0,500
opendata.leisurecloud.live,Oldham Community Leisure,Slot,location,0.0,500
opendata.leisurecloud.live,Oldham Community Leisure,Slot,name,0.0,500
opendata.leisurecloud.live,Oldham Community Leisure,Slot,description,0.0,500
opendata.leisurecloud.live,Oldham Community Leisure,Slot,eventSchedule,0.0,500
opendata.leisurecloud.live,Oldham Community Leisure,Slot,ageRange,0.0,500
opendata.leisurecloud.live,Oldham Community Leisure,Slot,genderRestriction,0.0,500
opendata.leisurecloud.live,Oldham Community Leisure,Slot,level,0.0,500
opendata.leisurecloud.live,Oldham Community Leisure,Slot,url,0.0,500
opendata.leisurecloud.live,Oldham Community Leisure,Slot,attendeeInstructions,0.0,500
opendata.leisurecloud.live,Oldham Community Leisure,Slot,superEvent,0.0,500
opendata.leisurecloud.live,Oldham Community Leisure,Slot,activity,0.0,499
opendata.leisurecloud.live,Oldham Community Leisure,Slot,category,0.0,499
opendata.leisurecloud.live,Oldham Community Leisure,Slot,organizer,0.0,499
opendata.leisurecloud.live,Oldham Community Leisure,Slot,offers,1.0,499
opendata.leisurecloud.live,Oldham Community Leisure,Slot,location,0.0,499
opendata.leisurecloud.live,Oldham Community Leisure,Slot,name,0.0,499
opendata.leisurecloud.live,Oldham Community Leisure,Slot,description,0.0,499
opendata.leisurecloud.live,Oldham Community Leisure,Slot,eventSchedule,0.0,499
opendata.leisurecloud.live,Oldham Community Leisure,Slot,ageRange,0.0,499
opendata.leisurecloud.live,Oldham Community Leisure,Slot,genderRestriction,0.0,499
opendata.leisurecloud.live,Oldham Community Leisure,Slot,level,0.0,499
opendata.leisurecloud.live,Oldham Community Leisure,Slot,url,0.0,499
opendata.leisurecloud.live,Oldham Community Leisure,Slot,attendeeInstructions,0.0,499
opendata.leisurecloud.live,Oldham Community Leisure,Slot,superEvent,0.0,499
opendata.leisurecloud.live,Huntingdonshire District Council,SessionSeries,activity,0.0,480
opendata.leisurecloud.live,Huntingdonshire District Council,SessionSeries,category,1.0,480
opendata.leisurecloud.live,Huntingdonshire District Council,SessionSeries,organizer,0.2154,480
opendata.leisurecloud.live,Huntingdonshire District Council,SessionSeries,offers,0.9595,480
opendata.leisurecloud.live,Huntingdonshire District Council,SessionSeries,location,1.0,480
opendata.leisurecloud.live,Huntingdonshire District Council,SessionSeries,name,1.0,480
opendata.leisurecloud.live,Huntingdonshire District Council,SessionSeries,description,0.0,480
opendata.leisurecloud.live,Huntingdonshire District Council,SessionSeries,eventSchedule,1.0,480
opendata.leisurecloud.live,Huntingdonshire District Council,SessionSeries,ageRange,0.0,480
opendata.leisurecloud.live,Huntingdonshire District Council,SessionSeries,genderRestriction,0.2154,480
opendata.leisurecloud.live,Huntingdonshire District Council,SessionSeries,level,0.0,480
opendata.leisurecloud.live,Huntingdonshire District Council,SessionSeries,url,1.0,480
opendata.leisurecloud.live,Huntingdonshire District Council,SessionSeries,attendeeInstructions,0.8102,480
opendata.leisurecloud.live,Huntingdonshire District Council,SessionSeries,superEvent,0.7846,480
opendata.leisurecloud.live,Huntingdonshire District Council,ScheduledSession,activity,0.0,500
opendata.leisurecloud.live,Huntingdonshire District Council,ScheduledSession,category,0.0,500
opendata.leisurecloud.live,Huntingdonshire District Council,ScheduledSession,organizer,0.0,500
opendata.leisurecloud.live,Huntingdonshire District Council,ScheduledSession,offers,0.0,500
opendata.leisurecloud.live,Huntingdonshire District Council,ScheduledSession,location,0.0,500
opendata.leisurecloud.live,Huntingdonshire District Council,ScheduledSession,name,0.0,500
opendata.leisurecloud.live,Huntingdonshire District Council,ScheduledSession,description,0.0,500
opendata.leisurecloud.live,Huntingdonshire District Council,ScheduledSession,eventSchedule,0.0,500
opendata.leisurecloud.live,Huntingdonshire District Council,ScheduledSession,ageRange,0.0,500
opendata.leisurecloud.live,Huntingdonshire District Council,ScheduledSession,genderRestriction,0.0,500
opendata.leisurecloud.live,Huntingdonshire District Council,ScheduledSession,level,0.0,500
opendata.leisurecloud.live,Huntingdonshire District Council,ScheduledSession,url,0.0,500
opendata.leisurecloud.live,Huntingdonshire District Council,ScheduledSession,attendeeInstructions,0.0,500
opendata.leisurecloud.live,Huntingdonshire District Council,ScheduledSession,superEvent,1.0,500
opendata.leisurecloud.live,Huntingdonshire District Council,ScheduledSession,activity,0.0,499
opendata.leisurecloud.live,Huntingdonshire District Council,ScheduledSession,category,0.0,499
opendata.leisurecloud.live,Huntingdonshire District Council,ScheduledSession,organizer,0.0,499
opendata.leisurecloud.live,Huntingdonshire District Council,ScheduledSession,offers,0.0,499
opendata.leisurecloud.live,Huntingdonshire District Council,ScheduledSession,location,0.0,499
opendata.leisurecloud.live,Huntingdonshire District Council,ScheduledSession,name,0.0,499
opendata.leisurecloud.live,Huntingdonshire District Council,ScheduledSession,description,0.0,499
opendata.leisurecloud.live,Huntingdonshire District Council,ScheduledSession,eventSchedule,0.0,499
opendata.leisurecloud.live,Huntingdonshire District Council,ScheduledSession,ageRange,0.0,499
opendata.leisurecloud.live,Huntingdonshire District Council,ScheduledSession,genderRestriction,0.0,499
opendata.leisurecloud.live,Huntingdonshire District Council,ScheduledSession,level,0.0,499
opendata.leisurecloud.live,Huntingdonshire District Council,ScheduledSession,url,0.0,499
opendata.leisurecloud.live,Huntingdonshire District Council,ScheduledSession,attendeeInstructions,0.0,499
opendata.leisurecloud.live,Huntingdonshire District Council,ScheduledSession,superEvent,1.0,499
opendata.leisurecloud.live,Huntingdonshire District Council,FacilityUse,activity,0.7473,91
opendata.leisurecloud.live,Huntingdonshire District Council,FacilityUse,category,1.0,91
opendata.leisurecloud.live,Huntingdonshire District Council,FacilityUse,organizer,0.0,91
opendata.leisurecloud.live,Huntingdonshire District Council,FacilityUse,offers,0.9341,91
opendata.leisurecloud.live,Huntingdonshire District Council,FacilityUse,location,1.0,91
opendata.leisurecloud.live,Huntingdonshire District Council,FacilityUse,name,1.0,91
opendata.leisurecloud.live,Huntingdonshire District Council,FacilityUse,description,0.7473,91
opendata.leisurecloud.live,Huntingdonshire District Council,FacilityUse,eventSchedule,0.0,91
opendata.leisurecloud.live,Huntingdonshire District Council,FacilityUse,ageRange,0.0,91
opendata.leisurecloud.live,Huntingdonshire District Council,FacilityUse,genderRestriction,0.0,91
opendata.leisurecloud.live,Huntingdonshire District Council,FacilityUse,level,0.0,91
opendata.leisurecloud.live,Huntingdonshire District Council,FacilityUse,url,1.0,91
opendata.leisurecloud.live,Huntingdonshire District Council,FacilityUse,attendeeInstructions,0.5165,91
opendata.leisurecloud.live,Huntingdonshire District Council,FacilityUse,superEvent,0.0,91
opendata.leisurecloud.live,Huntingdonshire District Council,Slot,activity,0.0,500
opendata.leisurecloud.live,Huntingdonshire District Council,Slot,category,0.0,500
opendata.leisurecloud.live,Huntingdonshire District Council,Slot,organizer,0.0,500
opendata.leisurecloud.live,Huntingdonshire District Council,Slot,offers,1.0,500
opendata.leisurecloud.live,Huntingdonshire District Council,Slot,location,0.0,500
opendata.leisurecloud.live,Huntingdonshire District Council,Slot,name,0.0,500
opendata.leisurecloud.live,Huntingdonshire District Council,Slot,description,0.0,500
opendata.leisurecloud.live,Huntingdonshire District Council,Slot,eventSchedule,0.0,500
opendata.leisurecloud.live,Huntingdonshire District Council,Slot,ageRange,0.0,500
opendata.leisurecloud.live,Huntingdonshire District Council,Slot,genderRestriction,0.0,500
opendata.leisurecloud.live,Huntingdonshire District Council,Slot,level,0.0,500
opendata.leisurecloud.live,Huntingdonshire District Council,Slot,url,0.0,500
opendata.leisurecloud.live,Huntingdonshire District Council,Slot,attendeeInstructions,0.0,500
opendata.leisurecloud.live,Huntingdonshire District Council,Slot,superEvent,0.0,500
opendata.leisurecloud.live,Huntingdonshire District Council,Slot,activity,0.0,499
opendata.leisurecloud.live,Huntingdonshire District Council,Slot,category,0.0,499
opendata.leisurecloud.live,Huntingdonshire District Council,Slot,organizer,0.0,499
opendata.leisurecloud.live,Huntingdonshire District Council,Slot,offers,1.0,499
opendata.leisurecloud.live,Huntingdonshire District Council,Slot,location,0.0,499
opendata.leisurecloud.live,Huntingdonshire District Council,Slot,name,0.0,499
opendata.leisurecloud.live,Huntingdonshire District Council,Slot,description,0.0,499
opendata.leisurecloud.live,Huntingdonshire District Council,Slot,eventSchedule,0.0,499
opendata.leisurecloud.live,Huntingdonshire District Council,Slot,ageRange,0.0,499
opendata.leisurecloud.live,Huntingdonshire District Council,Slot,genderRestriction,0.0,499
opendata.leisurecloud.live,Huntingdonshire District Council,Slot,level,0.0,499
opendata.leisurecloud.live,Huntingdonshire District Council,Slot,url,0.0,499
opendata.leisurecloud.live,Huntingdonshire District Council,Slot,attendeeInstructions,0.0,499
opendata.leisurecloud.live,Huntingdonshire District Council,Slot,superEvent,0.0,499
opendata.leisurecloud.live,Oxford University,SessionSeries,activity,0.0,53
opendata.leisurecloud.live,Oxford University,SessionSeries,category,1.0,53
opendata.leisurecloud.live,Oxford University,SessionSeries,organizer,0.8824,53
opendata.leisurecloud.live,Oxford University,SessionSeries,offers,1.0,53
opendata.leisurecloud.live,Oxford University,SessionSeries,location,1.0,53
opendata.leisurecloud.live,Oxford University,SessionSeries,name,1.0,53
opendata.leisurecloud.live,Oxford University,SessionSeries,description,0.0,53
opendata.leisurecloud.live,Oxford University,SessionSeries,eventSchedule,1.0,53
opendata.leisurecloud.live,Oxford University,SessionSeries,ageRange,0.0,53
opendata.leisurecloud.live,Oxford University,SessionSeries,genderRestriction,0.8824,53
opendata.leisurecloud.live,Oxford University,SessionSeries,level,0.0,53
opendata.leisurecloud.live,Oxford University,SessionSeries,url,1.0,53
opendata.leisurecloud.live,Oxford University,SessionSeries,attendeeInstructions,0.2941,53
opendata.leisurecloud.live,Oxford University,SessionSeries,superEvent,0.1176,53
opendata.leisurecloud.live,Oxford University,ScheduledSession,activity,0.0,67
opendata.leisurecloud.live,Oxford University,ScheduledSession,category,0.0,67
opendata.leisurecloud.live,Oxford University,ScheduledSession,organizer,0.0,67
opendata.leisurecloud.live,Oxford University,ScheduledSession,offers,0.0,67
opendata.leisurecloud.live,Oxford University,ScheduledSession,location,0.0,67
opendata.leisurecloud.live,Oxford University,ScheduledSession,name,0.0,67
opendata.leisurecloud.live,Oxford University,ScheduledSession,description,0.0,67
opendata.leisurecloud.live,Oxford University,ScheduledSession,eventSchedule,0.0,67
opendata.leisurecloud.live,Oxford University,ScheduledSession,ageRange,0.0,67
opendata.leisurecloud.live,Oxford University,ScheduledSession,genderRestriction,0.0,67
opendata.leisurecloud.live,Oxford University,ScheduledSession,level,0.0,67
opendata.leisurecloud.live,Oxford University,ScheduledSession,url,0.0,67
opendata.leisurecloud.live,Oxford University,ScheduledSession,attendeeInstructions,0.0,67
opendata.leisurecloud.live,Oxford University,ScheduledSession,superEvent,1.0,67
