level,url,status,seconds,platform,publisher,kind,declared
feed,https://opendata.leisurecloud.live/api/feeds/LeisureSK-live-scheduled-sessions,COMPLETE,0.15,opendata.leisurecloud.live,Leisure SK,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/LeisureSK-live-scheduled-sessions?afterTimestamp=78678667&afterId=00000000000010083166,COMPLETE,0.24,opendata.leisurecloud.live,Leisure SK,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/LeisureSK-live-facility-uses,COMPLETE,0.19,opendata.leisurecloud.live,Leisure SK,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/LeisureSK-live-facility-uses?afterTimestamp=71970604&afterId=SKAFITSESH,COMPLETE,0.14,opendata.leisurecloud.live,Leisure SK,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/LeisureSK-live-slots,COMPLETE,0.23,opendata.leisurecloud.live,Leisure SK,Slot,
feed,https://opendata.leisurecloud.live/api/feeds/LeisureSK-live-slots?afterTimestamp=78172898&afterId=SKAFITSESH_2026-07-20T19-00-00,COMPLETE,0.22,opendata.leisurecloud.live,Leisure SK,Slot,
site,https://leisureworldmembership.leisurecloud.net/OpenActive/,COMPLETE,,opendata.leisurecloud.live,Colchester Leisure World,,5
feed,https://opendata.leisurecloud.live/api/feeds/ColchesterLeisureWorld-live-course-instance,COMPLETE,0.21,opendata.leisurecloud.live,Colchester Leisure World,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/ColchesterLeisureWorld-live-course-instance?afterTimestamp=0&afterId=,COMPLETE,0.23,opendata.leisurecloud.live,Colchester Leisure World,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/ColchesterLeisureWorld-live-session-series,COMPLETE,0.18,opendata.leisurecloud.live,Colchester Leisure World,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/ColchesterLeisureWorld-live-session-series?afterTimestamp=87435642&afterId=N3CLLDD19300726,COMPLETE,0.2,opendata.leisurecloud.live,Colchester Leisure World,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/ColchesterLeisureWorld-live-scheduled-sessions,COMPLETE,0.21,opendata.leisurecloud.live,Colchester Leisure World,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/ColchesterLeisureWorld-live-scheduled-sessions?afterTimestamp=90876029&afterId=00000000000011829958,COMPLETE,0.15,opendata.leisurecloud.live,Colchester Leisure World,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/ColchesterLeisureWorld-live-facility-uses,COMPLETE,0.12,opendata.leisurecloud.live,Colchester Leisure World,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/ColchesterLeisureWorld-live-facility-uses?afterTimestamp=88186734&afterId=CACTINTROPT30,COMPLETE,0.22,opendata.leisurecloud.live,Colchester Leisure World,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/ColchesterLeisureWorld-live-slots,COMPLETE,0.17,opendata.leisurecloud.live,Colchester Leisure World,Slot,
feed,https://opendata.leisurecloud.live/api/feeds/ColchesterLeisureWorld-live-slots?afterTimestamp=88900526&afterId=NACTIVA2_2026-07-15T18-15-00,COMPLETE,0.09,opendata.leisurecloud.live,Colchester Leisure World,Slot,
site,https://lleisure.gs-signature.cloud/OpenActive/,COMPLETE,,opendata.leisurecloud.live,Liberty Leisure,,5
feed,https://opendata.leisurecloud.live/api/feeds/LibertyLeisure-live-course-instance,COMPLETE,0.1,opendata.leisurecloud.live,Liberty Leisure,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/LibertyLeisure-live-course-instance?afterTimestamp=0&afterId=,COMPLETE,0.2,opendata.leisurecloud.live,Liberty Leisure,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/LibertyLeisure-live-session-series,COMPLETE,0.2,opendata.leisurecloud.live,Liberty Leisure,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/LibertyLeisure-live-session-series?afterTimestamp=69700966&afterId=B3MPSWM16002907,COMPLETE,0.11,opendata.leisurecloud.live,Liberty Leisure,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/LibertyLeisure-live-scheduled-sessions,COMPLETE,0.13,opendata.leisurecloud.live,Liberty Leisure,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/LibertyLeisure-live-scheduled-sessions?afterTimestamp=69705935&afterId=00000000000010213886,COMPLETE,0.22,opendata.leisurecloud.live,Liberty Leisure,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/LibertyLeisure-live-facility-uses,COMPLETE,0.17,opendata.leisurecloud.live,Liberty Leisure,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/LibertyLeisure-live-facility-uses?afterTimestamp=64589558&afterId=CHOSPH0010,COMPLETE,0.13,opendata.leisurecloud.live,Liberty Leisure,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/LibertyLeisure-live-slots,COMPLETE,0.12,opendata.leisurecloud.live,Liberty Leisure,Slot,
feed,https://opendata.leisurecloud.live/api/feeds/LibertyLeisure-live-slots?afterTimestamp=68479711&afterId=SCPGYM0025_2026-07-16T20-00-00,COMPLETE,0.24,opendata.leisurecloud.live,Liberty Leisure,Slot,
site,https://ocll.gs-signature.cloud/OpenActive/,COMPLETE,,opendata.leisurecloud.live,Oldham Community Leisure,,5
feed,https://opendata.leisurecloud.live/api/feeds/OldhamCommunityLeisure-live-course-instance,COMPLETE,0.15,opendata.leisurecloud.live,Oldham Community Leisure,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/OldhamCommunityLeisure-live-course-instance?afterTimestamp=0&afterId=,COMPLETE,0.19,opendata.leisurecloud.live,Oldham Community Leisure,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/OldhamCommunityLeisure-live-session-series,COMPLETE,0.35,opendata.leisurecloud.live,Oldham Community Leisure,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/OldhamCommunityLeisure-live-session-series?afterTimestamp=12864924&afterId=PN6S163JK23OW9T,COMPLETE,0.25,opendata.leisurecloud.live,Oldham Community Leisure,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/OldhamCommunityLeisure-live-scheduled-sessions,COMPLETE,0.09,opendata.leisurecloud.live,Oldham Community Leisure,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/OldhamCommunityLeisure-live-scheduled-sessions?afterTimestamp=12863156&afterId=00000000000010483695,COMPLETE,0.17,opendata.leisurecloud.live,Oldham Community Leisure,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/OldhamCommunityLeisure-live-facility-uses,COMPLETE,0.08,opendata.leisurecloud.live,Oldham Community Leisure,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/OldhamCommunityLeisure-live-facility-uses?afterTimestamp=12471326&afterId=OSCTEN,COMPLETE,0.17,opendata.leisurecloud.live,Oldham Community Leisure,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/OldhamCommunityLeisure-live-slots,COMPLETE,0.17,opendata.leisurecloud.live,Oldham Community Leisure,Slot,
feed,https://opendata.leisurecloud.live/api/feeds/OldhamCommunityLeisure-live-slots?afterTimestamp=12652285&afterId=FAILSBAD_2026-07-24T18-00-00,COMPLETE,0.23,opendata.leisurecloud.live,Oldham Community Leisure,Slot,
site,https://oneleisure.gs-signature.cloud/OpenActive/,COMPLETE,,opendata.leisurecloud.live,Huntingdonshire District Council,,5
feed,https://opendata.leisurecloud.live/api/feeds/OneLeisure-live-course-instance,COMPLETE,0.18,opendata.leisurecloud.live,Huntingdonshire District Council,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/OneLeisure-live-course-instance?afterTimestamp=0&afterId=,COMPLETE,0.11,opendata.leisurecloud.live,Huntingdonshire District Council,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/OneLeisure-live-session-series,COMPLETE,0.22,opendata.leisurecloud.live,Huntingdonshire District Council,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/OneLeisure-live-session-series?afterTimestamp=81461522&afterId=I2SWMAQUANATSPP,COMPLETE,0.19,opendata.leisurecloud.live,Huntingdonshire District Council,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/OneLeisure-live-scheduled-sessions,COMPLETE,0.14,opendata.leisurecloud.live,Huntingdonshire District Council,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/OneLeisure-live-scheduled-sessions?afterTimestamp=81630487&afterId=00000000000303246565,COMPLETE,0.18,opendata.leisurecloud.live,Huntingdonshire District Council,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/OneLeisure-live-facility-uses,COMPLETE,0.22,opendata.leisurecloud.live,Huntingdonshire District Council,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/OneLeisure-live-facility-uses?afterTimestamp=80768268&afterId=IBL603B,COMPLETE,0.15,opendata.leisurecloud.live,Huntingdonshire District Council,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/OneLeisure-live-slots,COMPLETE,0.11,opendata.leisurecloud.live,Huntingdonshire District Council,Slot,
feed,https://opendata.leisurecloud.live/api/feeds/OneLeisure-live-slots?afterTimestamp=79481383&afterId=RR083_2026-07-15T15-00-00,COMPLETE,0.25,opendata.leisurecloud.live,Huntingdonshire District Council,Slot,
site,https://oxforduniversity.leisurecloud.net/OpenActive/,COMPLETE,,opendata.leisurecloud.live,Oxford University,,5
feed,https://opendata.leisurecloud.live/api/feeds/OxfordUniversity-live-course-instance,COMPLETE,0.24,opendata.leisurecloud.live,Oxford University,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/OxfordUniversity-live-course-instance?afterTimestamp=0&afterId=,COMPLETE,0.23,opendata.leisurecloud.live,Oxford University,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/OxfordUniversity-live-session-series,COMPLETE,0.09,opendata.leisurecloud.live,Oxford University,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/OxfordUniversity-live-session-series?afterTimestamp=85870075&afterId=3CLAABS17150326,COMPLETE,0.09,opendata.leisurecloud.live,Oxford University,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/OxfordUniversity-live-scheduled-sessions,COMPLETE,0.2,opendata.leisurecloud.live,Oxford University,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/OxfordUniversity-live-scheduled-sessions?afterTimestamp=85960189&afterId=00000000000011404639,COMPLETE,0.23,opendata.leisurecloud.live,Oxford University,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/OxfordUniversity-live-facility-uses,COMPLETE,0.13,opendata.leisurecloud.live,Oxford University,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/OxfordUniversity-live-facility-uses?afterTimestamp=85930080&afterId=ACTRFC0001,COMPLETE,0.1,opendata.leisurecloud.live,Oxford University,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/OxfordUniversity-live-slots,COMPLETE,0.09,opendata.leisurecloud.live,Oxford University,Slot,
feed,https://opendata.leisurecloud.live/api/feeds/OxfordUniversity-live-slots?afterTimestamp=85095921&afterId=ACTPRB0001_2026-07-17T03-30-00,COMPLETE,0.18,opendata.leisurecloud.live,Oxford University,Slot,
site,https://placesleisure.gs-signature.cloud/OpenActive/,COMPLETE,,opendata.leisurecloud.live,Places Leisure,,5
feed,https://opendata.leisurecloud.live/api/feeds/PlacesLeisure-live-course-instance,COMPLETE,0.15,opendata.leisurecloud.live,Places Leisure,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/PlacesLeisure-live-course-instance?afterTimestamp=297716570&afterId=04111030CBS0626,COMPLETE,0.23,opendata.leisurecloud.live,Places Leisure,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/PlacesLeisure-live-session-series,COMPLETE,0.22,opendata.leisurecloud.live,Places Leisure,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/PlacesLeisure-live-session-series?afterTimestamp=122820338&afterId=15001100STO0425,COMPLETE,0.34,opendata.leisurecloud.live,Places Leisure,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/PlacesLeisure-live-scheduled-sessions,COMPLETE,0.09,opendata.leisurecloud.live,Places Leisure,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/PlacesLeisure-live-scheduled-sessions?afterTimestamp=289881962&afterId=00000000000640022488,COMPLETE,0.2,opendata.leisurecloud.live,Places Leisure,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/PlacesLeisure-live-facility-uses,COMPLETE,0.26,opendata.leisurecloud.live,Places Leisure,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/PlacesLeisure-live-facility-uses?afterTimestamp=238716444&afterId=195A001008,COMPLETE,0.33,opendata.leisurecloud.live,Places Leisure,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/PlacesLeisure-live-slots,COMPLETE,0.22,opendata.leisurecloud.live,Places Leisure,Slot,
feed,https://opendata.leisurecloud.live/api/feeds/PlacesLeisure-live-slots?afterTimestamp=287116878&afterId=199A001006_2026-07-15T20-15-00,COMPLETE,0.09,opendata.leisurecloud.live,Places Leisure,Slot,
site,https://plymouthcouncil.gs-signature.cloud/OpenActive/,COMPLETE,,opendata.leisurecloud.live,Plymouth Active,,5
feed,https://opendata.leisurecloud.live/api/feeds/PlymouthCouncil-live-course-instance,COMPLETE,0.1,opendata.leisurecloud.live,Plymouth Active,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/PlymouthCouncil-live-course-instance?afterTimestamp=0&afterId=,COMPLETE,0.23,opendata.leisurecloud.live,Plymouth Active,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/PlymouthCouncil-live-session-series,COMPLETE,0.37,opendata.leisurecloud.live,Plymouth Active,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/PlymouthCouncil-live-session-series?afterTimestamp=121158434&afterId=PL7CLPLS1402426,COMPLETE,0.25,opendata.leisurecloud.live,Plymouth Active,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/PlymouthCouncil-live-scheduled-sessions,COMPLETE,0.09,opendata.leisurecloud.live,Plymouth Active,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/PlymouthCouncil-live-scheduled-sessions?afterTimestamp=122447202&afterId=00000000000030529620,COMPLETE,0.16,opendata.leisurecloud.live,Plymouth Active,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/PlymouthCouncil-live-facility-uses,COMPLETE,0.09,opendata.leisurecloud.live,Plymouth Active,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/PlymouthCouncil-live-facility-uses?afterTimestamp=122317621&afterId=PLCLIMBCASUAL,COMPLETE,0.11,opendata.leisurecloud.live,Plymouth Active,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/PlymouthCouncil-live-slots,COMPLETE,0.23,opendata.leisurecloud.live,Plymouth Active,Slot,
feed,https://opendata.leisurecloud.live/api/feeds/PlymouthCouncil-live-slots?afterTimestamp=120439174&afterId=BKTABLETENNIS_2026-07-16T16-30-00,COMPLETE,0.22,opendata.leisurecloud.live,Plymouth Active,Slot,
site,https://riversfitness.gs-signature.cloud/OpenActive/,COMPLETE,,opendata.leisurecloud.live,Rivers Fitness,,5
feed,https://opendata.leisurecloud.live/api/feeds/WychavonLeisure-live-course-instance,COMPLETE,0.12,opendata.leisurecloud.live,Rivers Fitness,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/WychavonLeisure-live-course-instance?afterTimestamp=0&afterId=,COMPLETE,0.18,opendata.leisurecloud.live,Rivers Fitness,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/WychavonLeisure-live-session-series,COMPLETE,0.38,opendata.leisurecloud.live,Rivers Fitness,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/WychavonLeisure-live-session-series?afterTimestamp=76349910&afterId=E6RPZ10300326,COMPLETE,0.36,opendata.leisurecloud.live,Rivers Fitness,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/WychavonLeisure-live-scheduled-sessions,COMPLETE,0.1,opendata.leisurecloud.live,Rivers Fitness,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/WychavonLeisure-live-scheduled-sessions?afterTimestamp=79140274&afterId=00000000000001342840,COMPLETE,0.09,opendata.leisurecloud.live,Rivers Fitness,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/WychavonLeisure-live-facility-uses,COMPLETE,0.2,opendata.leisurecloud.live,Rivers Fitness,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/WychavonLeisure-live-facility-uses?afterTimestamp=75310574&afterId=DH20003,COMPLETE,0.23,opendata.leisurecloud.live,Rivers Fitness,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/WychavonLeisure-live-slots,COMPLETE,0.12,opendata.leisurecloud.live,Rivers Fitness,Slot,
feed,https://opendata.leisurecloud.live/api/feeds/WychavonLeisure-live-slots?afterTimestamp=77905006&afterId=DH20002N_2026-07-20T20-40-00,COMPLETE,0.08,opendata.leisurecloud.live,Rivers Fitness,Slot,
site,https://rslonline.leisurecloud.net/OpenActive/,COMPLETE,,opendata.leisurecloud.live,Redbridge Sports Centre,,5
feed,https://opendata.leisurecloud.live/api/feeds/RedbridgeSportsCentre-live-course-instance,COMPLETE,0.14,opendata.leisurecloud.live,Redbridge Sports Centre,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/RedbridgeSportsCentre-live-course-instance?afterTimestamp=0&afterId=,COMPLETE,0.2,opendata.leisurecloud.live,Redbridge Sports Centre,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/RedbridgeSportsCentre-live-session-series,COMPLETE,0.1,opendata.leisurecloud.live,Redbridge Sports Centre,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/RedbridgeSportsCentre-live-session-series?afterTimestamp=0&afterId=,COMPLETE,0.1,opendata.leisurecloud.live,Redbridge Sports Centre,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/RedbridgeSportsCentre-live-scheduled-sessions,COMPLETE,0.19,opendata.leisurecloud.live,Redbridge Sports Centre,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/RedbridgeSportsCentre-live-scheduled-sessions?afterTimestamp=0&afterId=,COMPLETE,0.24,opendata.leisurecloud.live,Redbridge Sports Centre,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/RedbridgeSportsCentre-live-facility-uses,COMPLETE,0.18,opendata.leisurecloud.live,Redbridge Sports Centre,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/RedbridgeSportsCentre-live-facility-uses?afterTimestamp=36519316&afterId=14055,COMPLETE,0.13,opendata.leisurecloud.live,Redbridge Sports Centre,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/RedbridgeSportsCentre-live-slots,COMPLETE,0.2,opendata.leisurecloud.live,Redbridge Sports Centre,Slot,
feed,https://opendata.leisurecloud.live/api/feeds/RedbridgeSportsCentre-live-slots?afterTimestamp=0&afterId=,COMPLETE,0.16,opendata.leisurecloud.live,Redbridge Sports Centre,Slot,
site,https://southwarkcouncil-oa.leisurecloud.net/OpenActive/,COMPLETE,,opendata.leisurecloud.live,Southwark Council,,5
feed,https://opendata.leisurecloud.live/api/feeds/SouthwarkCouncil-live-course-instance,COMPLETE,0.19,opendata.leisurecloud.live,Southwark Council,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/SouthwarkCouncil-live-course-instance?afterTimestamp=136128694&afterId=SD1WSC10003426,COMPLETE,0.23,opendata.leisurecloud.live,Southwark Council,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/SouthwarkCouncil-live-session-series,COMPLETE,0.16,opendata.leisurecloud.live,Southwark Council,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/SouthwarkCouncil-live-session-series?afterTimestamp=117508142&afterId=DL6CL1400GY0523,COMPLETE,0.23,opendata.leisurecloud.live,Southwark Council,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/SouthwarkCouncil-live-scheduled-sessions,COMPLETE,0.09,opendata.leisurecloud.live,Southwark Council,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/SouthwarkCouncil-live-scheduled-sessions?afterTimestamp=136235157&afterId=00000000000030094611,COMPLETE,0.09,opendata.leisurecloud.live,Southwark Council,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/SouthwarkCouncil-live-facility-uses,COMPLETE,0.14,opendata.leisurecloud.live,Southwark Council,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/SouthwarkCouncil-live-facility-uses?afterTimestamp=131385102&afterId=CAACT00021,COMPLETE,0.11,opendata.leisurecloud.live,Southwark Council,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/SouthwarkCouncil-live-slots,COMPLETE,0.09,opendata.leisurecloud.live,Southwark Council,Slot,
feed,https://opendata.leisurecloud.live/api/feeds/SouthwarkCouncil-live-slots?afterTimestamp=135455454&afterId=CWACT00002_2026-07-23T15-00-00,COMPLETE,0.08,opendata.leisurecloud.live,Southwark Council,Slot,
site,https://tma.gs-signature.cloud/OpenActive/,COMPLETE,,opendata.leisurecloud.live,Tonbridge and Malling Leisure Trust,,5
feed,https://opendata.leisurecloud.live/api/feeds/tma-live-course-instance,COMPLETE,0.12,opendata.leisurecloud.live,Tonbridge and Malling Leisure Trust,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/tma-live-course-instance?afterTimestamp=0&afterId=,COMPLETE,0.13,opendata.leisurecloud.live,Tonbridge and Malling Leisure Trust,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/tma-live-session-series,COMPLETE,0.14,opendata.leisurecloud.live,Tonbridge and Malling Leisure Trust,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/tma-live-session-series?afterTimestamp=0&afterId=,COMPLETE,0.09,opendata.leisurecloud.live,Tonbridge and Malling Leisure Trust,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/tma-live-scheduled-sessions,COMPLETE,0.09,opendata.leisurecloud.live,Tonbridge and Malling Leisure Trust,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/tma-live-scheduled-sessions?afterTimestamp=0&afterId=,COMPLETE,0.12,opendata.leisurecloud.live,Tonbridge and Malling Leisure Trust,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/tma-live-facility-uses,COMPLETE,0.12,opendata.leisurecloud.live,Tonbridge and Malling Leisure Trust,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/tma-live-facility-uses?afterTimestamp=0&afterId=,COMPLETE,0.1,opendata.leisurecloud.live,Tonbridge and Malling Leisure Trust,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/tma-live-slots,COMPLETE,0.09,opendata.leisurecloud.live,Tonbridge and Malling Leisure Trust,Slot,
feed,https://opendata.leisurecloud.live/api/feeds/tma-live-slots?afterTimestamp=0&afterId=,COMPLETE,0.18,opendata.leisurecloud.live,Tonbridge and Malling Leisure Trust,Slot,
site,https://towerhamletscouncil.gs-signature.cloud/OpenActive/,COMPLETE,,opendata.leisurecloud.live,Be Well - London Borough of Tower Hamlets,,5
feed,https://opendata.leisurecloud.live/api/feeds/TowerHamletsCouncil-live-course-instance,COMPLETE,0.19,opendata.leisurecloud.live,Be Well - London Borough of Tower Hamlets,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/TowerHamletsCouncil-live-course-instance?afterTimestamp=0&afterId=,COMPLETE,0.23,opendata.leisurecloud.live,Be Well - London Borough of Tower Hamlets,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/TowerHamletsCouncil-live-session-series,COMPLETE,0.41,opendata.leisurecloud.live,Be Well - London Borough of Tower Hamlets,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/TowerHamletsCouncil-live-session-series?afterTimestamp=148714151&afterId=M81800GYMWO0624,COMPLETE,0.48,opendata.leisurecloud.live,Be Well - London Borough of Tower Hamlets,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/TowerHamletsCouncil-live-scheduled-sessions,COMPLETE,0.16,opendata.leisurecloud.live,Be Well - London Borough of Tower Hamlets,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/TowerHamletsCouncil-live-scheduled-sessions?afterTimestamp=151350703&afterId=00000000000060083915,COMPLETE,0.14,opendata.leisurecloud.live,Be Well - London Borough of Tower Hamlets,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/TowerHamletsCouncil-live-facility-uses,COMPLETE,0.13,opendata.leisurecloud.live,Be Well - London Borough of Tower Hamlets,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/TowerHamletsCouncil-live-facility-uses?afterTimestamp=149980049&afterId=JACT000030,COMPLETE,0.2,opendata.leisurecloud.live,Be Well - London Borough of Tower Hamlets,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/TowerHamletsCouncil-live-slots,COMPLETE,0.09,opendata.leisurecloud.live,Be Well - London Borough of Tower Hamlets,Slot,
feed,https://opendata.leisurecloud.live/api/feeds/TowerHamletsCouncil-live-slots?afterTimestamp=150227193&afterId=MACT000001_2026-07-22T12-40-00,COMPLETE,0.17,opendata.leisurecloud.live,Be Well - London Borough of Tower Hamlets,Slot,
site,https://traffordleisure.leisurecloud.net/OpenActive/,COMPLETE,,opendata.leisurecloud.live,Trafford Community Leisure Trust,,5
feed,https://opendata.leisurecloud.live/api/feeds/TraffordCommunityLeisureTrust-live-course-instance,COMPLETE,0.17,opendata.leisurecloud.live,Trafford Community Leisure Trust,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/TraffordCommunityLeisureTrust-live-course-instance?afterTimestamp=0&afterId=,COMPLETE,0.14,opendata.leisurecloud.live,Trafford Community Leisure Trust,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/TraffordCommunityLeisureTrust-live-session-series,COMPLETE,0.24,opendata.leisurecloud.live,Trafford Community Leisure Trust,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/TraffordCommunityLeisureTrust-live-session-series?afterTimestamp=121188271&afterId=S1CLSPI11000721,COMPLETE,0.23,opendata.leisurecloud.live,Trafford Community Leisure Trust,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/TraffordCommunityLeisureTrust-live-scheduled-sessions,ERROR_HTTP_404,0.1,opendata.leisurecloud.live,Trafford Community Leisure Trust,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/TraffordCommunityLeisureTrust-live-facility-uses,COMPLETE,0.19,opendata.leisurecloud.live,Trafford Community Leisure Trust,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/TraffordCommunityLeisureTrust-live-facility-uses?afterTimestamp=124833229&afterId=U5ASIDESPHALL50,COMPLETE,0.12,opendata.leisurecloud.live,Trafford Community Leisure Trust,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/TraffordCommunityLeisureTrust-live-slots,COMPLETE,0.1,opendata.leisurecloud.live,Trafford Community Leisure Trust,Slot,
feed,https://opendata.leisurecloud.live/api/feeds/TraffordCommunityLeisureTrust-live-slots?afterTimestamp=127217164&afterId=GWEBSQUASH12_2026-07-17T17-00-00,COMPLETE,0.23,opendata.leisurecloud.live,Trafford Community Leisure Trust,Slot,
site,https://visionredbridge.gs-signature.cloud/OpenActive/,COMPLETE,,opendata.leisurecloud.live,Vision Redbridge,,5
feed,https://opendata.leisurecloud.live/api/feeds/VisionRedbridge-live-course-instance,COMPLETE,0.11,opendata.leisurecloud.live,Vision Redbridge,CourseInstance,
