level,url,status,seconds,platform,publisher,kind,declared
feed,https://opendata.leisurecloud.live/api/feeds/VisionRedbridge-live-course-instance?afterTimestamp=0&afterId=,COMPLETE,0.1,opendata.leisurecloud.live,Vision Redbridge,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/VisionRedbridge-live-session-series,COMPLETE,0.16,opendata.leisurecloud.live,Vision Redbridge,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/VisionRedbridge-live-session-series?afterTimestamp=114307688&afterId=MF3CLWA19300120,COMPLETE,0.14,opendata.leisurecloud.live,Vision Redbridge,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/VisionRedbridge-live-scheduled-sessions,COMPLETE,0.14,opendata.leisurecloud.live,Vision Redbridge,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/VisionRedbridge-live-scheduled-sessions?afterTimestamp=114609227&afterId=00000000000160071316,COMPLETE,0.11,opendata.leisurecloud.live,Vision Redbridge,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/VisionRedbridge-live-facility-uses,COMPLETE,0.14,opendata.leisurecloud.live,Vision Redbridge,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/VisionRedbridge-live-facility-uses?afterTimestamp=0&afterId=,COMPLETE,0.11,opendata.leisurecloud.live,Vision Redbridge,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/VisionRedbridge-live-slots,COMPLETE,0.13,opendata.leisurecloud.live,Vision Redbridge,Slot,
feed,https://opendata.leisurecloud.live/api/feeds/VisionRedbridge-live-slots?afterTimestamp=0&afterId=,COMPLETE,0.18,opendata.leisurecloud.live,Vision Redbridge,Slot,
site,https://wellingtonclub.gs-signature.cloud/OpenActive/,COMPLETE,,opendata.leisurecloud.live,Wellington College,,5
feed,https://opendata.leisurecloud.live/api/feeds/WellingtonCollege-live-course-instance,COMPLETE,0.13,opendata.leisurecloud.live,Wellington College,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/WellingtonCollege-live-course-instance?afterTimestamp=0&afterId=,COMPLETE,0.12,opendata.leisurecloud.live,Wellington College,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/WellingtonCollege-live-session-series,COMPLETE,0.11,opendata.leisurecloud.live,Wellington College,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/WellingtonCollege-live-session-series?afterTimestamp=46965762&afterId=6E9RFAPN6H1UR1K,COMPLETE,0.15,opendata.leisurecloud.live,Wellington College,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/WellingtonCollege-live-scheduled-sessions,COMPLETE,0.15,opendata.leisurecloud.live,Wellington College,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/WellingtonCollege-live-scheduled-sessions?afterTimestamp=46991806&afterId=00000000000010754650,COMPLETE,0.12,opendata.leisurecloud.live,Wellington College,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/WellingtonCollege-live-facility-uses,COMPLETE,0.15,opendata.leisurecloud.live,Wellington College,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/WellingtonCollege-live-facility-uses?afterTimestamp=42078977&afterId=TENNIS1-6,COMPLETE,0.14,opendata.leisurecloud.live,Wellington College,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/WellingtonCollege-live-slots,COMPLETE,0.07,opendata.leisurecloud.live,Wellington College,Slot,
feed,https://opendata.leisurecloud.live/api/feeds/WellingtonCollege-live-slots?afterTimestamp=46453402&afterId=TENNIS1-6_2026-07-23T19-30-00,COMPLETE,0.08,opendata.leisurecloud.live,Wellington College,Slot,
site,https://westwight.gs-signature.cloud/OpenActive/,COMPLETE,,opendata.leisurecloud.live,West Wight Sports and Community,,5
feed,https://opendata.leisurecloud.live/api/feeds/WestWightSportsandCommunity-live-course-instance,COMPLETE,0.1,opendata.leisurecloud.live,West Wight Sports and Community,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/WestWightSportsandCommunity-live-course-instance?afterTimestamp=0&afterId=,COMPLETE,0.13,opendata.leisurecloud.live,West Wight Sports and Community,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/WestWightSportsandCommunity-live-session-series,COMPLETE,0.14,opendata.leisurecloud.live,West Wight Sports and Community,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/WestWightSportsandCommunity-live-session-series?afterTimestamp=7389140&afterId=5PUSWMP15100724,COMPLETE,0.14,opendata.leisurecloud.live,West Wight Sports and Community,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/WestWightSportsandCommunity-live-scheduled-sessions,ERROR_HTTP_404,0.15,opendata.leisurecloud.live,West Wight Sports and Community,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/WestWightSportsandCommunity-live-facility-uses,COMPLETE,0.2,opendata.leisurecloud.live,West Wight Sports and Community,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/WestWightSportsandCommunity-live-facility-uses?afterTimestamp=7389347&afterId=ACT0000014,COMPLETE,0.18,opendata.leisurecloud.live,West Wight Sports and Community,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/WestWightSportsandCommunity-live-slots,COMPLETE,0.2,opendata.leisurecloud.live,West Wight Sports and Community,Slot,
feed,https://opendata.leisurecloud.live/api/feeds/WestWightSportsandCommunity-live-slots?afterTimestamp=0&afterId=,COMPLETE,0.22,opendata.leisurecloud.live,West Wight Sports and Community,Slot,
site,https://wvactive.leisurecloud.net/OpenActive/,COMPLETE,,opendata.leisurecloud.live,WV Active,,5
feed,https://opendata.leisurecloud.live/api/feeds/WVActive-live-course-instance,COMPLETE,0.19,opendata.leisurecloud.live,WV Active,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/WVActive-live-course-instance?afterTimestamp=0&afterId=,COMPLETE,0.26,opendata.leisurecloud.live,WV Active,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/WVActive-live-session-series,COMPLETE,0.2,opendata.leisurecloud.live,WV Active,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/WVActive-live-session-series?afterTimestamp=55072038&afterId=B2CLMBS17300625,COMPLETE,0.12,opendata.leisurecloud.live,WV Active,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/WVActive-live-scheduled-sessions,COMPLETE,0.09,opendata.leisurecloud.live,WV Active,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/WVActive-live-scheduled-sessions?afterTimestamp=55123396&afterId=00000000000040219574,COMPLETE,0.09,opendata.leisurecloud.live,WV Active,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/WVActive-live-facility-uses,COMPLETE,0.09,opendata.leisurecloud.live,WV Active,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/WVActive-live-facility-uses?afterTimestamp=54626489&afterId=BTOUR,COMPLETE,0.15,opendata.leisurecloud.live,WV Active,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/WVActive-live-slots,COMPLETE,0.15,opendata.leisurecloud.live,WV Active,Slot,
feed,https://opendata.leisurecloud.live/api/feeds/WVActive-live-slots?afterTimestamp=54416684&afterId=BBADMINTON_2026-07-17T20-00-00,COMPLETE,0.17,opendata.leisurecloud.live,WV Active,Slot,
site,https://yourleisure.gs-signature.cloud/OpenActive/,COMPLETE,,opendata.leisurecloud.live,Your Leisure,,5
feed,https://opendata.leisurecloud.live/api/feeds/YourLeisure-live-course-instance,COMPLETE,0.12,opendata.leisurecloud.live,Your Leisure,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/YourLeisure-live-course-instance?afterTimestamp=0&afterId=,COMPLETE,0.14,opendata.leisurecloud.live,Your Leisure,CourseInstance,
feed,https://opendata.leisurecloud.live/api/feeds/YourLeisure-live-session-series,COMPLETE,0.2,opendata.leisurecloud.live,Your Leisure,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/YourLeisure-live-session-series?afterTimestamp=38752259&afterId=RA1CPBL09300426,COMPLETE,0.12,opendata.leisurecloud.live,Your Leisure,SessionSeries,
feed,https://opendata.leisurecloud.live/api/feeds/YourLeisure-live-scheduled-sessions,COMPLETE,0.14,opendata.leisurecloud.live,Your Leisure,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/YourLeisure-live-scheduled-sessions?afterTimestamp=38737534&afterId=00000000000005032812,COMPLETE,0.16,opendata.leisurecloud.live,Your Leisure,ScheduledSession,
feed,https://opendata.leisurecloud.live/api/feeds/YourLeisure-live-facility-uses,COMPLETE,0.19,opendata.leisurecloud.live,Your Leisure,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/YourLeisure-live-facility-uses?afterTimestamp=37631481&afterId=FSDHWB2024,COMPLETE,0.14,opendata.leisurecloud.live,Your Leisure,FacilityUse,
feed,https://opendata.leisurecloud.live/api/feeds/YourLeisure-live-slots,COMPLETE,0.2,opendata.leisurecloud.live,Your Leisure,Slot,
feed,https://opendata.leisurecloud.live/api/feeds/YourLeisure-live-slots?afterTimestamp=37735423&afterId=BWACT00101_2026-07-16T18-30-00,COMPLETE,0.22,opendata.leisurecloud.live,Your Leisure,Slot,
site,https://halo-openactive.legendonlineservices.co.uk/OpenActive,COMPLETE,,openactivedatacatalog.legendonlineservices.co.uk,Halo,,3
feed,https://halo-openactive.legendonlineservices.co.uk/api/sessions,COMPLETE,2.27,openactivedatacatalog.legendonlineservices.co.uk,Halo,SessionSeries,
feed,https://halo-openactive.legendonlineservices.co.uk/api/sessions?afterTimestamp=8644548&afterId=11585462,COMPLETE,0.58,openactivedatacatalog.legendonlineservices.co.uk,Halo,SessionSeries,
feed,https://halo-openactive.legendonlineservices.co.uk/api/facility-uses,COMPLETE,0.22,openactivedatacatalog.legendonlineservices.co.uk,Halo,FacilityUse,
feed,https://halo-openactive.legendonlineservices.co.uk/api/facility-uses?afterTimestamp=8619638&afterId=2036,COMPLETE,0.15,openactivedatacatalog.legendonlineservices.co.uk,Halo,FacilityUse,
feed,https://halo-openactive.legendonlineservices.co.uk/api/facility-uses/events,COMPLETE,0.32,openactivedatacatalog.legendonlineservices.co.uk,Halo,Slot,
feed,https://halo-openactive.legendonlineservices.co.uk/api/facility-uses/events?afterTimestamp=8644554&afterId=12222207,COMPLETE,0.88,openactivedatacatalog.legendonlineservices.co.uk,Halo,Slot,
site,https://blackburnwithdarwen-openactive.legendonlineservices.co.uk/OpenActive,COMPLETE,,openactivedatacatalog.legendonlineservices.co.uk,BwD Leisure,,3
feed,https://blackburnwithdarwen-openactive.legendonlineservices.co.uk/api/sessions,COMPLETE,0.36,openactivedatacatalog.legendonlineservices.co.uk,BwD Leisure,SessionSeries,
feed,https://blackburnwithdarwen-openactive.legendonlineservices.co.uk/api/sessions?afterTimestamp=2670640&afterId=507608,COMPLETE,0.27,openactivedatacatalog.legendonlineservices.co.uk,BwD Leisure,SessionSeries,
feed,https://blackburnwithdarwen-openactive.legendonlineservices.co.uk/api/facility-uses,COMPLETE,0.18,openactivedatacatalog.legendonlineservices.co.uk,BwD Leisure,FacilityUse,
feed,https://blackburnwithdarwen-openactive.legendonlineservices.co.uk/api/facility-uses?afterTimestamp=2643926&afterId=785,ERROR_HTTP_403,0.23,openactivedatacatalog.legendonlineservices.co.uk,BwD Leisure,FacilityUse,
feed,https://blackburnwithdarwen-openactive.legendonlineservices.co.uk/api/facility-uses/events,COMPLETE,0.47,openactivedatacatalog.legendonlineservices.co.uk,BwD Leisure,Slot,
feed,https://blackburnwithdarwen-openactive.legendonlineservices.co.uk/api/facility-uses/events?afterTimestamp=2668904&afterId=514769,COMPLETE,0.23,openactivedatacatalog.legendonlineservices.co.uk,BwD Leisure,Slot,
site,https://lifeleisure-openactive.legendonlineservices.co.uk/OpenActive,COMPLETE,,openactivedatacatalog.legendonlineservices.co.uk,,,3
feed,https://lifeleisure-openactive.legendonlineservices.co.uk/api/sessions,ERROR_HTTP_500,0.23,openactivedatacatalog.legendonlineservices.co.uk,,SessionSeries,
feed,https://lifeleisure-openactive.legendonlineservices.co.uk/api/facility-uses,ERROR_HTTP_500,0.32,openactivedatacatalog.legendonlineservices.co.uk,,FacilityUse,
feed,https://lifeleisure-openactive.legendonlineservices.co.uk/api/facility-uses/events,ERROR_HTTP_403,0.19,openactivedatacatalog.legendonlineservices.co.uk,,Slot,
site,https://gll-openactive.legendonlineservices.co.uk/OpenActive,ERROR_HTTP_403,,openactivedatacatalog.legendonlineservices.co.uk,,,0
site,https://serco-openactive.legendonlineservices.co.uk/OpenActive,COMPLETE,,openactivedatacatalog.legendonlineservices.co.uk,Serco Leisure,,3
feed,https://serco-openactive.legendonlineservices.co.uk/api/sessions,ERROR_HTTP_403,0.18,openactivedatacatalog.legendonlineservices.co.uk,Serco Leisure,SessionSeries,
feed,https://serco-openactive.legendonlineservices.co.uk/api/facility-uses,COMPLETE,0.3,openactivedatacatalog.legendonlineservices.co.uk,Serco Leisure,FacilityUse,
feed,https://serco-openactive.legendonlineservices.co.uk/api/facility-uses?afterTimestamp=9259310&afterId=4739,COMPLETE,0.17,openactivedatacatalog.legendonlineservices.co.uk,Serco Leisure,FacilityUse,
feed,https://serco-openactive.legendonlineservices.co.uk/api/facility-uses/events,COMPLETE,0.94,openactivedatacatalog.legendonlineservices.co.uk,Serco Leisure,Slot,
feed,https://serco-openactive.legendonlineservices.co.uk/api/facility-uses/events?afterTimestamp=10684728&afterId=12460712,COMPLETE,0.93,openactivedatacatalog.legendonlineservices.co.uk,Serco Leisure,Slot,
site,https://pentest-openactive.legendonlineservices.co.uk/OpenActive,COMPLETE,,openactivedatacatalog.legendonlineservices.co.uk,,,3
feed,https://pentest-openactive.legendonlineservices.co.uk/api/sessions,COMPLETE,0.19,openactivedatacatalog.legendonlineservices.co.uk,,SessionSeries,
feed,https://pentest-openactive.legendonlineservices.co.uk/api/sessions?afterTimestamp=0&afterId=0,COMPLETE,0.22,openactivedatacatalog.legendonlineservices.co.uk,,SessionSeries,
feed,https://pentest-openactive.legendonlineservices.co.uk/api/facility-uses,COMPLETE,0.14,openactivedatacatalog.legendonlineservices.co.uk,,FacilityUse,
feed,https://pentest-openactive.legendonlineservices.co.uk/api/facility-uses?afterTimestamp=4099&afterId=5,COMPLETE,0.42,openactivedatacatalog.legendonlineservices.co.uk,,FacilityUse,
feed,https://pentest-openactive.legendonlineservices.co.uk/api/facility-uses/events,ERROR_HTTP_403,0.12,openactivedatacatalog.legendonlineservices.co.uk,,Slot,
site,https://tameside-openactive.legendonlineservices.co.uk/OpenActive,ERROR_HTTP_403,,openactivedatacatalog.legendonlineservices.co.uk,,,0
site,https://lancaster-openactive.legendonlineservices.co.uk/OpenActive,ERROR_HTTP_403,,openactivedatacatalog.legendonlineservices.co.uk,,,0
site,https://jubileehall-openactive.legendonlineservices.co.uk/OpenActive,COMPLETE,,openactivedatacatalog.legendonlineservices.co.uk,,,3
feed,https://jubileehall-openactive.legendonlineservices.co.uk/api/sessions,ERROR_HTTP_500,0.12,openactivedatacatalog.legendonlineservices.co.uk,,SessionSeries,
feed,https://jubileehall-openactive.legendonlineservices.co.uk/api/facility-uses,ERROR_HTTP_500,0.16,openactivedatacatalog.legendonlineservices.co.uk,,FacilityUse,
feed,https://jubileehall-openactive.legendonlineservices.co.uk/api/facility-uses/events,ERROR_HTTP_403,0.21,openactivedatacatalog.legendonlineservices.co.uk,,Slot,
site,https://leisurecentre-openactive.legendonlineservices.co.uk/OpenActive,COMPLETE,,openactivedatacatalog.legendonlineservices.co.uk,"Parkwood Leisure Ltd, its subsidiaries and partner organisations",,3
feed,https://leisurecentre-openactive.legendonlineservices.co.uk/api/sessions,COMPLETE,2.42,openactivedatacatalog.legendonlineservices.co.uk,"Parkwood Leisure Ltd, its subsidiaries and partner organisations",SessionSeries,
feed,https://leisurecentre-openactive.legendonlineservices.co.uk/api/sessions?afterTimestamp=14372866&afterId=14231012,COMPLETE,0.62,openactivedatacatalog.legendonlineservices.co.uk,"Parkwood Leisure Ltd, its subsidiaries and partner organisations",SessionSeries,
feed,https://leisurecentre-openactive.legendonlineservices.co.uk/api/facility-uses,COMPLETE,0.21,openactivedatacatalog.legendonlineservices.co.uk,"Parkwood Leisure Ltd, its subsidiaries and partner organisations",FacilityUse,
feed,https://leisurecentre-openactive.legendonlineservices.co.uk/api/facility-uses?afterTimestamp=14017963&afterId=5924,COMPLETE,0.13,openactivedatacatalog.legendonlineservices.co.uk,"Parkwood Leisure Ltd, its subsidiaries and partner organisations",FacilityUse,
feed,https://leisurecentre-openactive.legendonlineservices.co.uk/api/facility-uses/events,COMPLETE,2.34,openactivedatacatalog.legendonlineservices.co.uk,"Parkwood Leisure Ltd, its subsidiaries and partner organisations",Slot,
feed,https://leisurecentre-openactive.legendonlineservices.co.uk/api/facility-uses/events?afterTimestamp=14372869&afterId=15266027,COMPLETE,1.21,openactivedatacatalog.legendonlineservices.co.uk,"Parkwood Leisure Ltd, its subsidiaries and partner organisations",Slot,
site,https://lincsinspire-openactive.legendonlineservices.co.uk/OpenActive,COMPLETE,,openactivedatacatalog.legendonlineservices.co.uk,,,3
feed,https://lincsinspire-openactive.legendonlineservices.co.uk/api/sessions,ERROR_HTTP_500,0.23,openactivedatacatalog.legendonlineservices.co.uk,,SessionSeries,
feed,https://lincsinspire-openactive.legendonlineservices.co.uk/api/facility-uses,ERROR_HTTP_403,0.1,openactivedatacatalog.legendonlineservices.co.uk,,FacilityUse,
feed,https://lincsinspire-openactive.legendonlineservices.co.uk/api/facility-uses/events,ERROR_HTTP_500,0.21,openactivedatacatalog.legendonlineservices.co.uk,,Slot,
site,https://sllandinspireall-openactive.legendonlineservices.co.uk/OpenActive,ERROR_HTTP_403,,openactivedatacatalog.legendonlineservices.co.uk,,,0
site,https://angusalive-openactive.legendonlineservices.co.uk/OpenActive,COMPLETE,,openactivedatacatalog.legendonlineservices.co.uk,ANGUSalive,,3
feed,https://angusalive-openactive.legendonlineservices.co.uk/api/sessions,COMPLETE,0.29,openactivedatacatalog.legendonlineservices.co.uk,ANGUSalive,SessionSeries,
feed,https://angusalive-openactive.legendonlineservices.co.uk/api/sessions?afterTimestamp=3184648&afterId=424748,COMPLETE,0.36,openactivedatacatalog.legendonlineservices.co.uk,ANGUSalive,SessionSeries,
feed,https://angusalive-openactive.legendonlineservices.co.uk/api/facility-uses,COMPLETE,0.18,openactivedatacatalog.legendonlineservices.co.uk,ANGUSalive,FacilityUse,
feed,https://angusalive-openactive.legendonlineservices.co.uk/api/facility-uses?afterTimestamp=0&afterId=0,ERROR_HTTP_403,0.09,openactivedatacatalog.legendonlineservices.co.uk,ANGUSalive,FacilityUse,
feed,https://angusalive-openactive.legendonlineservices.co.uk/api/facility-uses/events,COMPLETE,0.15,openactivedatacatalog.legendonlineservices.co.uk,ANGUSalive,Slot,
feed,https://angusalive-openactive.legendonlineservices.co.uk/api/facility-uses/events?afterTimestamp=0&afterId=0,COMPLETE,0.14,openactivedatacatalog.legendonlineservices.co.uk,ANGUSalive,Slot,
site,https://derbyactive-openactive.legendonlineservices.co.uk/OpenActive,COMPLETE,,openactivedatacatalog.legendonlineservices.co.uk,Derby Active,,3
feed,https://derbyactive-openactive.legendonlineservices.co.uk/api/sessions,COMPLETE,0.3,openactivedatacatalog.legendonlineservices.co.uk,Derby Active,SessionSeries,
feed,https://derbyactive-openactive.legendonlineservices.co.uk/api/sessions?afterTimestamp=1107931&afterId=403659,COMPLETE,0.31,openactivedatacatalog.legendonlineservices.co.uk,Derby Active,SessionSeries,
feed,https://derbyactive-openactive.legendonlineservices.co.uk/api/facility-uses,COMPLETE,0.11,openactivedatacatalog.legendonlineservices.co.uk,Derby Active,FacilityUse,
feed,https://derbyactive-openactive.legendonlineservices.co.uk/api/facility-uses?afterTimestamp=959495&afterId=382,COMPLETE,0.1,openactivedatacatalog.legendonlineservices.co.uk,Derby Active,FacilityUse,
feed,https://derbyactive-openactive.legendonlineservices.co.uk/api/facility-uses/events,COMPLETE,0.21,openactivedatacatalog.legendonlineservices.co.uk,Derby Active,Slot,
feed,https://derbyactive-openactive.legendonlineservices.co.uk/api/facility-uses/events?afterTimestamp=1106740&afterId=414226,COMPLETE,0.21,openactivedatacatalog.legendonlineservices.co.uk,Derby Active,Slot,
site,https://lsbuactive-openactive.legendonlineservices.co.uk/OpenActive,COMPLETE,,openactivedatacatalog.legendonlineservices.co.uk,,,3
feed,https://lsbuactive-openactive.legendonlineservices.co.uk/api/sessions,COMPLETE,0.22,openactivedatacatalog.legendonlineservices.co.uk,,SessionSeries,
feed,https://lsbuactive-openactive.legendonlineservices.co.uk/api/sessions?afterTimestamp=66221&afterId=332656,COMPLETE,0.33,openactivedatacatalog.legendonlineservices.co.uk,,SessionSeries,
feed,https://lsbuactive-openactive.legendonlineservices.co.uk/api/facility-uses,COMPLETE,0.4,openactivedatacatalog.legendonlineservices.co.uk,,FacilityUse,
feed,https://lsbuactive-openactive.legendonlineservices.co.uk/api/facility-uses?afterTimestamp=62455&afterId=187,COMPLETE,0.1,openactivedatacatalog.legendonlineservices.co.uk,,FacilityUse,
feed,https://lsbuactive-openactive.legendonlineservices.co.uk/api/facility-uses/events,COMPLETE,0.25,openactivedatacatalog.legendonlineservices.co.uk,,Slot,
feed,https://lsbuactive-openactive.legendonlineservices.co.uk/api/facility-uses/events?afterTimestamp=66188&afterId=336178,COMPLETE,0.14,openactivedatacatalog.legendonlineservices.co.uk,,Slot,
site,https://loughboroughuniversity-openactive.legendonlineservices.co.uk/OpenActive,COMPLETE,,openactivedatacatalog.legendonlineservices.co.uk,Loughborough University,,3
feed,https://loughboroughuniversity-openactive.legendonlineservices.co.uk/api/sessions,ERROR_HTTP_403,0.09,openactivedatacatalog.legendonlineservices.co.uk,Loughborough University,SessionSeries,
feed,https://loughboroughuniversity-openactive.legendonlineservices.co.uk/api/facility-uses,COMPLETE,0.19,openactivedatacatalog.legendonlineservices.co.uk,Loughborough University,FacilityUse,
feed,https://loughboroughuniversity-openactive.legendonlineservices.co.uk/api/facility-uses?afterTimestamp=3731463&afterId=865,COMPLETE,0.11,openactivedatacatalog.legendonlineservices.co.uk,Loughborough University,FacilityUse,
feed,https://loughboroughuniversity-openactive.legendonlineservices.co.uk/api/facility-uses/events,COMPLETE,1.1,openactivedatacatalog.legendonlineservices.co.uk,Loughborough University,Slot,
feed,https://loughboroughuniversity-openactive.legendonlineservices.co.uk/api/facility-uses/events?afterTimestamp=3900450&afterId=7489053,COMPLETE,0.88,openactivedatacatalog.legendonlineservices.co.uk,Loughborough University,Slot,
site,https://hcandl-openactive.legendonlineservices.co.uk/OpenActive,COMPLETE,,openactivedatacatalog.legendonlineservices.co.uk,,,3
feed,https://hcandl-openactive.legendonlineservices.co.uk/api/sessions,COMPLETE,0.19,openactivedatacatalog.legendonlineservices.co.uk,,SessionSeries,
feed,https://hcandl-openactive.legendonlineservices.co.uk/api/sessions?afterTimestamp=0&afterId=0,COMPLETE,0.25,openactivedatacatalog.legendonlineservices.co.uk,,SessionSeries,
feed,https://hcandl-openactive.legendonlineservices.co.uk/api/facility-uses,COMPLETE,0.24,openactivedatacatalog.legendonlineservices.co.uk,,FacilityUse,
feed,https://hcandl-openactive.legendonlineservices.co.uk/api/facility-uses?afterTimestamp=0&afterId=0,COMPLETE,0.13,openactivedatacatalog.legendonlineservices.co.uk,,FacilityUse,
feed,https://hcandl-openactive.legendonlineservices.co.uk/api/facility-uses/events,COMPLETE,0.32,openactivedatacatalog.legendonlineservices.co.uk,,Slot,
feed,https://hcandl-openactive.legendonlineservices.co.uk/api/facility-uses/events?afterTimestamp=572473&afterId=264096,COMPLETE,0.26,openactivedatacatalog.legendonlineservices.co.uk,,Slot,
site,https://activenottingham-openactive.legendonlineservices.co.uk/OpenActive,ERROR_HTTP_403,,openactivedatacatalog.legendonlineservices.co.uk,,,0
site,https://tendringcouncil-openactive.legendonlineservices.co.uk/OpenActive,ERROR_HTTP_403,,openactivedatacatalog.legendonlineservices.co.uk,,,0
site,https://aliveleisure-openactive.legendonlineservices.co.uk/OpenActive,ERROR_HTTP_403,,openactivedatacatalog.legendonlineservices.co.uk,,,0
site,https://salfordcommunityleisure-openactive.legendonlineservices.co.uk/OpenActive,COMPLETE,,openactivedatacatalog.legendonlineservices.co.uk,,,3
feed,https://salfordcommunityleisure-openactive.legendonlineservices.co.uk/api/sessions,COMPLETE,0.16,openactivedatacatalog.legendonlineservices.co.uk,,SessionSeries,
feed,https://salfordcommunityleisure-openactive.legendonlineservices.co.uk/api/sessions?afterTimestamp=805127&afterId=1256302,COMPLETE,0.19,openactivedatacatalog.legendonlineservices.co.uk,,SessionSeries,
feed,https://salfordcommunityleisure-openactive.legendonlineservices.co.uk/api/facility-uses,ERROR_HTTP_403,0.09,openactivedatacatalog.legendonlineservices.co.uk,,FacilityUse,
feed,https://salfordcommunityleisure-openactive.legendonlineservices.co.uk/api/facility-uses/events,ERROR_HTTP_403,0.09,openactivedatacatalog.legendonlineservices.co.uk,,Slot,
site,https://leisurefocus-openactive.legendonlineservices.co.uk/OpenActive,COMPLETE,,openactivedatacatalog.legendonlineservices.co.uk,,,3
feed,https://leisurefocus-openactive.legendonlineservices.co.uk/api/sessions,COMPLETE,0.98,openactivedatacatalog.legendonlineservices.co.uk,,SessionSeries,
feed,https://leisurefocus-openactive.legendonlineservices.co.uk/api/sessions?afterTimestamp=3923502&afterId=1916004,COMPLETE,0.64,openactivedatacatalog.legendonlineservices.co.uk,,SessionSeries,
feed,https://leisurefocus-openactive.legendonlineservices.co.uk/api/facility-uses,COMPLETE,0.5,openactivedatacatalog.legendonlineservices.co.uk,,FacilityUse,
feed,https://leisurefocus-openactive.legendonlineservices.co.uk/api/facility-uses?afterTimestamp=3549859&afterId=252,COMPLETE,0.12,openactivedatacatalog.legendonlineservices.co.uk,,FacilityUse,
feed,https://leisurefocus-openactive.legendonlineservices.co.uk/api/facility-uses/events,COMPLETE,0.37,openactivedatacatalog.legendonlineservices.co.uk,,Slot,
feed,https://leisurefocus-openactive.legendonlineservices.co.uk/api/facility-uses/events?afterTimestamp=3923503&afterId=2065840,COMPLETE,0.29,openactivedatacatalog.legendonlineservices.co.uk,,Slot,
site,https://bridportleisure-openactive.legendonlineservices.co.uk/OpenActive,COMPLETE,,openactivedatacatalog.legendonlineservices.co.uk,,,3
feed,https://bridportleisure-openactive.legendonlineservices.co.uk/api/sessions,ERROR_HTTP_500,0.1,openactivedatacatalog.legendonlineservices.co.uk,,SessionSeries,
feed,https://bridportleisure-openactive.legendonlineservices.co.uk/api/facility-uses,ERROR_HTTP_500,0.12,openactivedatacatalog.legendonlineservices.co.uk,,FacilityUse,
feed,https://bridportleisure-openactive.legendonlineservices.co.uk/api/facility-uses/events,ERROR_HTTP_500,0.08,openactivedatacatalog.legendonlineservices.co.uk,,Slot,
site,https://horizonlc-openactive.legendonlineservices.co.uk/OpenActive,COMPLETE,,openactivedatacatalog.legendonlineservices.co.uk,,,3
feed,https://horizonlc-openactive.legendonlineservices.co.uk/api/sessions,ERROR_HTTP_403,0.1,openactivedatacatalog.legendonlineservices.co.uk,,SessionSeries,
feed,https://horizonlc-openactive.legendonlineservices.co.uk/api/facility-uses,COMPLETE,0.14,openactivedatacatalog.legendonlineservices.co.uk,,FacilityUse,
feed,https://horizonlc-openactive.legendonlineservices.co.uk/api/facility-uses?afterTimestamp=902219&afterId=70,COMPLETE,0.18,openactivedatacatalog.legendonlineservices.co.uk,,FacilityUse,
feed,https://horizonlc-openactive.legendonlineservices.co.uk/api/facility-uses/events,COMPLETE,0.2,openactivedatacatalog.legendonlineservices.co.uk,,Slot,
